,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
1200,0.0,0.0,5.0,1.0,3.0,0.0,0.0,6.0,5.0,0.0,6.0,4.0,0.0,0.0,5.0,6.0
1201,0.0,0.0,5.0,5.0,6.0,0.0,0.0,6.0,3.0,0.0,0.0,6.0,0.0,0.0,5.0,4.0
1202,0.0,4.0,5.0,6.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0
1203,0.0,0.0,0.0,4.0,6.0,0.0,2.0,2.0,2.0,0.0,1.0,6.0,0.0,0.0,6.0,3.0
1204,1.0,0.0,0.0,5.0,6.0,0.0,5.0,2.0,3.0,1.0,4.0,5.0,1.0,0.0,6.0,3.0
1205,1.0,0.0,0.0,6.0,6.0,5.0,6.0,2.0,4.0,1.0,1.0,6.0,1.0,3.0,6.0,4.0
1206,1.0,1.0,0.0,5.0,1.0,6.0,6.0,2.0,6.0,1.0,5.0,2.0,2.0,3.0,6.0,4.0
1207,1.0,3.0,0.0,3.0,0.0,6.0,6.0,2.0,6.0,1.0,4.0,1.0,4.0,3.0,5.0,3.0
1208,1.0,5.0,0.0,3.0,4.0,3.0,6.0,1.0,6.0,2.0,5.0,5.0,5.0,3.0,5.0,0.0
1209,2.0,4.0,0.0,5.0,0.0,1.0,6.0,1.0,6.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0
1210,4.0,4.0,5.0,5.0,0.0,1.0,6.0,1.0,6.0,2.0,6.0,1.0,3.0,3.0,1.0,3.0
1211,4.0,4.0,4.0,4.0,0.0,1.0,4.0,1.0,4.0,3.0,0.0,1.0,3.0,3.0,1.0,3.0
1212,4.0,4.0,0.0,5.0,0.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0
1213,4.0,4.0,0.0,6.0,0.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,4.0,0.0,1.0,2.0
1214,4.0,4.0,0.0,5.0,0.0,1.0,4.0,1.0,3.0,4.0,5.0,1.0,4.0,0.0,1.0,3.0
1215,4.0,1.0,0.0,3.0,2.0,1.0,4.0,0.0,3.0,4.0,5.0,1.0,4.0,0.0,1.0,3.0
1216,4.0,1.0,6.0,4.0,2.0,0.0,3.0,0.0,2.0,4.0,1.0,2.0,3.0,0.0,1.0,4.0
1217,4.0,3.0,4.0,5.0,3.0,5.0,2.0,1.0,2.0,5.0,1.0,3.0,3.0,0.0,1.0,5.0
1218,4.0,4.0,5.0,5.0,3.0,5.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,3.0,1.0,5.0
1219,4.0,2.0,6.0,1.0,3.0,3.0,2.0,6.0,4.0,5.0,6.0,2.0,2.0,3.0,1.0,5.0
1220,4.0,1.0,6.0,0.0,3.0,3.0,2.0,6.0,4.0,5.0,6.0,2.0,2.0,3.0,1.0,6.0
1221,4.0,1.0,6.0,0.0,4.0,3.0,2.0,6.0,5.0,5.0,4.0,1.0,2.0,6.0,1.0,6.0
1222,3.0,1.0,6.0,0.0,5.0,5.0,2.0,6.0,5.0,4.0,6.0,5.0,2.0,6.0,1.0,6.0
1223,3.0,1.0,6.0,0.0,5.0,5.0,2.0,6.0,5.0,4.0,6.0,4.0,1.0,6.0,1.0,6.0
1224,3.0,4.0,0.0,0.0,5.0,5.0,2.0,6.0,6.0,4.0,3.0,4.0,1.0,6.0,1.0,6.0
