,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
1400,0.0,0.0,6.0,1.0,3.0,0.0,0.0,6.0,6.0,0.0,6.0,4.0,0.0,0.0,5.0,6.0
1401,0.0,0.0,4.0,3.0,5.0,0.0,0.0,6.0,4.0,0.0,3.0,6.0,0.0,0.0,5.0,5.0
1402,0.0,4.0,6.0,6.0,6.0,0.0,0.0,4.0,2.0,0.0,0.0,6.0,0.0,0.0,6.0,3.0
1403,0.0,0.0,0.0,1.0,6.0,0.0,2.0,3.0,4.0,0.0,2.0,5.0,0.0,0.0,6.0,5.0
1404,1.0,0.0,0.0,1.0,5.0,0.0,5.0,2.0,5.0,1.0,3.0,4.0,1.0,0.0,6.0,4.0
1405,1.0,0.0,0.0,2.0,5.0,5.0,6.0,2.0,5.0,1.0,2.0,4.0,1.0,3.0,6.0,4.0
1406,1.0,1.0,0.0,3.0,2.0,6.0,6.0,2.0,6.0,1.0,1.0,3.0,2.0,3.0,6.0,3.0
1407,1.0,3.0,0.0,4.0,1.0,6.0,6.0,2.0,6.0,1.0,1.0,3.0,3.0,3.0,5.0,2.0
1408,1.0,5.0,0.0,5.0,6.0,3.0,6.0,2.0,6.0,2.0,1.0,6.0,5.0,3.0,5.0,0.0
1409,2.0,4.0,0.0,5.0,4.0,1.0,6.0,1.0,6.0,2.0,5.0,3.0,6.0,3.0,1.0,0.0
1410,4.0,4.0,4.0,5.0,4.0,1.0,6.0,1.0,6.0,3.0,5.0,3.0,4.0,3.0,1.0,1.0
1411,4.0,4.0,0.0,5.0,4.0,1.0,4.0,1.0,4.0,3.0,0.0,4.0,4.0,3.0,1.0,1.0
1412,4.0,4.0,0.0,5.0,2.0,1.0,4.0,1.0,4.0,4.0,1.0,3.0,5.0,3.0,1.0,1.0
1413,4.0,1.0,0.0,6.0,0.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,5.0,3.0,1.0,1.0
1414,4.0,1.0,5.0,6.0,1.0,1.0,4.0,1.0,4.0,5.0,4.0,0.0,5.0,3.0,1.0,2.0
1415,4.0,1.0,0.0,5.0,1.0,1.0,4.0,0.0,4.0,5.0,2.0,1.0,5.0,0.0,1.0,3.0
1416,4.0,1.0,4.0,5.0,1.0,0.0,3.0,0.0,2.0,5.0,0.0,1.0,4.0,0.0,1.0,3.0
1417,4.0,1.0,0.0,4.0,2.0,5.0,2.0,1.0,3.0,6.0,3.0,2.0,4.0,0.0,1.0,4.0
1418,4.0,1.0,0.0,3.0,3.0,5.0,2.0,1.0,4.0,6.0,5.0,2.0,3.0,0.0,1.0,5.0
1419,4.0,1.0,0.0,2.0,3.0,3.0,2.0,1.0,3.0,6.0,4.0,3.0,3.0,0.0,1.0,4.0
1420,4.0,1.0,0.0,2.0,2.0,3.0,2.0,1.0,3.0,6.0,3.0,1.0,3.0,0.0,1.0,4.0
1421,4.0,2.0,0.0,3.0,2.0,3.0,2.0,2.0,3.0,6.0,2.0,1.0,2.0,0.0,1.0,5.0
1422,3.0,4.0,4.0,4.0,3.0,5.0,2.0,2.0,3.0,6.0,3.0,1.0,4.0,0.0,1.0,3.0
1423,3.0,4.0,0.0,5.0,4.0,5.0,2.0,2.0,3.0,6.0,3.0,3.0,3.0,0.0,1.0,3.0
1424,3.0,1.0,0.0,4.0,4.0,5.0,2.0,2.0,4.0,6.0,3.0,2.0,3.0,0.0,1.0,3.0
