,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
0,0.2102766798418973,0.07241480611045825,0.0,0.10695121739130435,0.03505660958348412,0.0,0.0,0.0161603619293679,0.8457626358345202,2.730242042563827e-05,0.8064809792521118,0.22219508223416728,0.01256492567372337,0.18115942028985504,0.3478260869565217,0.7277673529320433
1,0.3999999999999998,0.23766157461809645,0.0008686452018681333,0.25792563285024156,0.12193372407094394,0.0,0.13043478260869562,0.0025147740664442954,0.7735053997375828,2.6571954881526158e-05,0.8035421444453962,0.2475166910926591,0.04771061862793389,0.0,0.7157190635451505,0.6475115671426608
2,0.5952569169960474,0.5945945945945945,0.00521469816799818,0.6412178743961353,0.19622532322661576,0.0,0.2565217391304348,0.0001037632882092224,0.7135153244889034,0.002575732045676026,0.7903118368589834,0.2589154860771897,0.08697663806517969,0.0,1.0,0.6140611206487361
3,0.6363636363636364,0.2579318448883666,0.0,0.2599615458937198,0.08415435923347903,0.0,0.5478260869565219,2.0912981547646197e-05,0.7992452703233114,0.032115886754409045,0.8060543486190809,0.22276502198339354,0.1179207000234639,0.0,1.0,0.6414474121984004
4,0.6956521739130435,0.3304935370152761,0.0,0.2599905314009661,0.0630676621755253,0.0,0.8608695652173913,1.940981876194247e-05,0.8362163707931952,0.07610780465003383,0.8064397435775438,0.21417521576290988,0.13676161397726763,0.43478260869565233,1.0,0.639695150894097
5,0.7272727272727273,0.40217391304347844,0.0,0.2957819323671497,0.04502999430634744,0.5652173913043478,1.0,2.017045262565073e-05,0.858608740509807,0.12571241118517104,0.8058386543213402,0.21783911415079288,0.16029210016140882,0.6666666666666667,1.0,0.6381269879293596
6,0.7272727272727273,0.4829612220916569,0.0,0.392096038647343,0.019057151995114482,1.0,1.0,1.7899715748582177e-05,0.9112211369167105,0.17365685783258772,0.8064508454899276,0.21698420452695366,0.18934353054172,0.6666666666666667,0.8896321070234113,0.6342542686416205
7,0.7272727272727273,0.5505287896592241,0.0,0.30813903381642505,0.01761281856549225,1.0,1.0,1.4938237626542419e-05,0.9558250440165525,0.22161518320518042,0.8066490939253511,0.21702491450904124,0.2180669907596026,0.6666666666666667,0.7090301003344482,0.6207463302324964
8,0.7272727272727273,0.670975323149236,0.0,0.31940869565217395,0.06292496361528743,0.32173913043478247,1.0,1.170109102167985e-05,0.9544470736001615,0.27221995916891073,0.8082731451083388,0.23127340823970452,0.24570996978385898,0.6666666666666667,0.4180602006688962,0.5851066661343343
9,0.7865612648221345,0.5945945945945944,0.0,0.2058932367149759,0.021941002912008893,0.1999999999999999,1.0,6.994315377842187e-06,0.952375211671956,0.31905566990984235,0.8061257180558333,0.2193860934701214,0.2519336895547983,0.6666666666666667,0.07692307692307696,0.5998345332996191
10,1.0,0.5945945945945944,0.0008681768303290643,0.18019611497584542,0.05673934291305763,0.1999999999999999,0.9739130434782605,7.902400790281053e-06,0.9335868724136773,0.3642438377859408,0.8081288202473508,0.22512620094447494,0.2219295104806213,0.6666666666666667,0.07692307692307696,0.6321604272855919
11,1.0,0.5945945945945944,0.0,0.19675420289855072,0.026643514819712583,0.1999999999999999,0.7999999999999995,8.458905208040548e-06,0.8566139776384701,0.40977807257551885,0.8057625269221375,0.21698420452695436,0.21581130886165814,0.6666666666666667,0.07692307692307696,0.6399857157432915
12,1.0,0.5945945945945944,0.0,0.2033444444444444,0.0028432551170865733,0.1999999999999999,0.7999999999999995,7.369502576211025e-06,0.8419343172107523,0.4544273133311464,0.8064936671519789,0.21230255658687971,0.22684505199314378,0.6666666666666667,0.07692307692307696,0.632195916122135
13,1.0,0.5945945945945944,0.0,0.15531352657004832,0.0038687605767579515,0.1999999999999999,0.7999999999999995,5.913186327189121e-06,0.8337492009734105,0.4948101979190324,0.8071867436822189,0.20981924767953403,0.2357412812155938,0.7318840579710146,0.07692307692307696,0.6271831179604567
