,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
1325,0.0,0.0,6.0,1.0,5.0,0.0,0.0,6.0,6.0,0.0,6.0,5.0,0.0,0.0,5.0,6.0
1326,0.0,0.0,5.0,4.0,6.0,0.0,0.0,6.0,3.0,0.0,0.0,6.0,0.0,0.0,5.0,4.0
1327,0.0,4.0,6.0,6.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0
1328,0.0,0.0,0.0,1.0,6.0,0.0,2.0,3.0,3.0,0.0,1.0,6.0,0.0,0.0,6.0,3.0
1329,1.0,0.0,0.0,2.0,5.0,0.0,5.0,2.0,3.0,1.0,4.0,4.0,1.0,0.0,6.0,2.0
1330,1.0,0.0,0.0,4.0,5.0,5.0,6.0,2.0,4.0,1.0,1.0,4.0,2.0,3.0,6.0,2.0
1331,1.0,1.0,0.0,5.0,3.0,6.0,6.0,2.0,6.0,1.0,4.0,3.0,3.0,3.0,6.0,2.0
1332,1.0,3.0,0.0,5.0,1.0,6.0,6.0,2.0,6.0,1.0,2.0,3.0,4.0,3.0,5.0,1.0
1333,1.0,5.0,0.0,5.0,5.0,3.0,6.0,2.0,6.0,2.0,5.0,6.0,6.0,3.0,5.0,0.0
1334,2.0,4.0,0.0,5.0,4.0,1.0,6.0,1.0,6.0,2.0,1.0,3.0,6.0,3.0,1.0,0.0
1335,4.0,4.0,5.0,6.0,3.0,1.0,6.0,1.0,5.0,3.0,6.0,3.0,5.0,3.0,1.0,0.0
1336,4.0,4.0,0.0,6.0,3.0,1.0,4.0,1.0,3.0,3.0,0.0,4.0,5.0,3.0,1.0,0.0
1337,4.0,4.0,0.0,5.0,3.0,1.0,4.0,1.0,3.0,4.0,2.0,3.0,6.0,3.0,1.0,0.0
1338,4.0,1.0,0.0,5.0,0.0,1.0,4.0,0.0,3.0,4.0,2.0,0.0,6.0,3.0,1.0,1.0
1339,4.0,1.0,4.0,4.0,1.0,1.0,4.0,0.0,3.0,5.0,4.0,1.0,6.0,3.0,1.0,2.0
1340,4.0,1.0,0.0,5.0,1.0,1.0,4.0,0.0,3.0,5.0,5.0,0.0,6.0,3.0,1.0,3.0
1341,4.0,1.0,4.0,1.0,2.0,0.0,3.0,0.0,2.0,5.0,4.0,2.0,5.0,3.0,1.0,4.0
1342,4.0,0.0,0.0,3.0,1.0,5.0,2.0,0.0,2.0,5.0,1.0,0.0,4.0,3.0,1.0,5.0
1343,4.0,0.0,5.0,3.0,2.0,5.0,2.0,1.0,3.0,5.0,3.0,0.0,4.0,3.0,1.0,5.0
1344,4.0,0.0,0.0,2.0,2.0,3.0,2.0,6.0,4.0,6.0,6.0,1.0,3.0,3.0,1.0,5.0
1345,4.0,0.0,6.0,0.0,2.0,3.0,2.0,6.0,4.0,5.0,6.0,1.0,3.0,3.0,1.0,6.0
1346,4.0,0.0,6.0,0.0,4.0,3.0,2.0,6.0,5.0,5.0,5.0,2.0,2.0,0.0,1.0,6.0
1347,3.0,1.0,6.0,0.0,4.0,5.0,2.0,6.0,5.0,5.0,6.0,4.0,3.0,0.0,1.0,6.0
1348,3.0,1.0,6.0,0.0,4.0,5.0,2.0,6.0,6.0,4.0,6.0,3.0,2.0,0.0,1.0,6.0
1349,3.0,1.0,0.0,0.0,2.0,5.0,2.0,6.0,6.0,4.0,3.0,2.0,2.0,0.0,1.0,6.0
