,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
2100,0.0,0.0,5.0,1.0,2.0,0.0,0.0,6.0,6.0,0.0,6.0,3.0,0.0,0.0,5.0,6.0
2101,0.0,0.0,5.0,3.0,6.0,0.0,0.0,6.0,4.0,0.0,1.0,6.0,0.0,0.0,5.0,6.0
2102,0.0,6.0,0.0,6.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0
2103,0.0,0.0,6.0,3.0,6.0,0.0,1.0,3.0,4.0,0.0,6.0,6.0,0.0,0.0,6.0,6.0
2104,0.0,0.0,0.0,1.0,5.0,0.0,2.0,2.0,3.0,0.0,4.0,3.0,0.0,0.0,6.0,4.0
2105,1.0,0.0,0.0,2.0,6.0,0.0,6.0,2.0,5.0,1.0,1.0,4.0,1.0,0.0,6.0,4.0
2106,1.0,0.0,0.0,3.0,6.0,6.0,6.0,2.0,5.0,1.0,3.0,6.0,1.0,0.0,6.0,5.0
2107,1.0,1.0,0.0,3.0,4.0,6.0,6.0,2.0,6.0,1.0,4.0,4.0,2.0,0.0,6.0,4.0
2108,1.0,2.0,0.0,3.0,1.0,6.0,6.0,2.0,6.0,1.0,3.0,2.0,3.0,0.0,5.0,3.0
2109,1.0,6.0,0.0,5.0,5.0,5.0,6.0,2.0,6.0,2.0,1.0,6.0,4.0,0.0,5.0,0.0
2110,1.0,4.0,0.0,5.0,5.0,1.0,6.0,1.0,6.0,2.0,2.0,5.0,5.0,0.0,0.0,0.0
2111,3.0,4.0,0.0,5.0,5.0,1.0,6.0,1.0,6.0,2.0,5.0,4.0,4.0,6.0,0.0,2.0
2112,4.0,4.0,0.0,3.0,5.0,1.0,5.0,1.0,5.0,3.0,5.0,4.0,4.0,6.0,0.0,2.0
2113,4.0,4.0,0.0,4.0,4.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,6.0,0.0,2.0
2114,4.0,4.0,0.0,3.0,1.0,1.0,4.0,1.0,3.0,4.0,4.0,2.0,4.0,6.0,0.0,2.0
2115,4.0,4.0,0.0,2.0,0.0,1.0,4.0,1.0,3.0,4.0,3.0,2.0,5.0,0.0,0.0,1.0
2116,4.0,4.0,0.0,2.0,0.0,1.0,4.0,1.0,2.0,5.0,2.0,1.0,5.0,0.0,0.0,2.0
2117,4.0,4.0,0.0,3.0,0.0,1.0,4.0,1.0,2.0,5.0,5.0,1.0,5.0,0.0,0.0,2.0
2118,4.0,4.0,0.0,1.0,1.0,1.0,4.0,0.0,2.0,5.0,5.0,1.0,5.0,0.0,0.0,3.0
2119,4.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,2.0,1.0,4.0,0.0,0.0,3.0
2120,4.0,2.0,0.0,1.0,1.0,6.0,2.0,1.0,3.0,6.0,3.0,0.0,4.0,0.0,0.0,5.0
2121,4.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,6.0,5.0,0.0,3.0,0.0,0.0,5.0
2122,4.0,2.0,0.0,1.0,2.0,3.0,2.0,2.0,1.0,6.0,2.0,1.0,3.0,0.0,0.0,5.0
2123,4.0,2.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,6.0,5.0,0.0,3.0,0.0,0.0,4.0
2124,4.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,6.0,2.0,2.0,2.0,0.0,0.0,5.0
