,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
2425,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,0.0,1.0,3.0,0.0,0.0,5.0,6.0
2426,0.0,0.0,0.0,4.0,6.0,0.0,0.0,6.0,3.0,0.0,1.0,6.0,0.0,0.0,5.0,4.0
2427,0.0,4.0,6.0,6.0,6.0,0.0,0.0,5.0,1.0,0.0,0.0,6.0,0.0,0.0,6.0,2.0
2428,0.0,0.0,0.0,1.0,6.0,0.0,2.0,3.0,3.0,0.0,1.0,6.0,0.0,0.0,6.0,5.0
2429,1.0,0.0,0.0,2.0,6.0,0.0,5.0,3.0,3.0,1.0,2.0,4.0,1.0,0.0,6.0,3.0
2430,1.0,0.0,0.0,3.0,6.0,5.0,6.0,2.0,4.0,1.0,3.0,6.0,1.0,3.0,6.0,3.0
2431,1.0,1.0,0.0,3.0,5.0,6.0,6.0,2.0,6.0,1.0,3.0,6.0,2.0,3.0,6.0,4.0
2432,1.0,3.0,0.0,4.0,4.0,6.0,6.0,2.0,6.0,1.0,1.0,4.0,4.0,3.0,5.0,2.0
2433,1.0,5.0,0.0,3.0,6.0,3.0,6.0,2.0,6.0,2.0,0.0,6.0,6.0,3.0,5.0,0.0
2434,2.0,4.0,5.0,6.0,5.0,1.0,6.0,1.0,6.0,2.0,0.0,5.0,6.0,3.0,1.0,0.0
2435,4.0,4.0,0.0,2.0,2.0,1.0,6.0,1.0,6.0,3.0,5.0,3.0,5.0,3.0,1.0,2.0
2436,4.0,4.0,0.0,2.0,0.0,1.0,4.0,1.0,4.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0
2437,4.0,4.0,0.0,1.0,0.0,1.0,4.0,1.0,3.0,4.0,2.0,1.0,5.0,3.0,1.0,2.0
2438,4.0,4.0,0.0,3.0,0.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,5.0,3.0,1.0,1.0
2439,4.0,4.0,0.0,2.0,0.0,1.0,4.0,1.0,2.0,5.0,4.0,0.0,5.0,3.0,1.0,2.0
2440,4.0,4.0,0.0,1.0,1.0,1.0,4.0,0.0,2.0,5.0,0.0,1.0,5.0,3.0,1.0,2.0
2441,4.0,4.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,5.0,0.0,2.0,4.0,3.0,1.0,2.0
2442,4.0,3.0,5.0,6.0,1.0,5.0,2.0,1.0,2.0,6.0,0.0,0.0,4.0,3.0,1.0,5.0
2443,4.0,2.0,0.0,4.0,3.0,5.0,2.0,2.0,2.0,6.0,5.0,2.0,3.0,3.0,1.0,4.0
2444,4.0,2.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,6.0,4.0,2.0,3.0,3.0,1.0,4.0
2445,4.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,6.0,2.0,2.0,3.0,3.0,1.0,4.0
2446,4.0,2.0,0.0,2.0,4.0,3.0,2.0,2.0,2.0,6.0,5.0,3.0,2.0,0.0,1.0,5.0
2447,3.0,2.0,0.0,1.0,3.0,5.0,2.0,2.0,2.0,6.0,5.0,3.0,4.0,0.0,1.0,4.0
2448,3.0,2.0,0.0,1.0,3.0,5.0,2.0,2.0,3.0,6.0,3.0,2.0,3.0,0.0,1.0,5.0
2449,3.0,2.0,0.0,2.0,3.0,5.0,2.0,2.0,3.0,6.0,1.0,1.0,3.0,0.0,1.0,5.0
