,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
1250,0.0,0.0,6.0,2.0,4.0,0.0,0.0,6.0,5.0,0.0,6.0,4.0,0.0,0.0,5.0,6.0
1251,0.0,0.0,4.0,1.0,5.0,0.0,0.0,6.0,3.0,0.0,5.0,6.0,0.0,0.0,5.0,5.0
1252,0.0,5.0,6.0,6.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,3.0
1253,0.0,0.0,0.0,1.0,5.0,0.0,1.0,3.0,2.0,0.0,1.0,4.0,0.0,0.0,6.0,5.0
1254,1.0,0.0,0.0,1.0,6.0,0.0,4.0,2.0,2.0,0.0,3.0,6.0,1.0,0.0,6.0,4.0
1255,1.0,0.0,0.0,2.0,6.0,4.0,6.0,2.0,3.0,1.0,2.0,6.0,1.0,3.0,6.0,4.0
1256,1.0,1.0,0.0,3.0,2.0,6.0,6.0,2.0,5.0,1.0,1.0,3.0,2.0,3.0,6.0,4.0
1257,1.0,2.0,0.0,4.0,1.0,6.0,6.0,2.0,6.0,1.0,4.0,3.0,3.0,3.0,5.0,3.0
1258,1.0,5.0,0.0,4.0,5.0,4.0,6.0,2.0,6.0,1.0,4.0,5.0,4.0,3.0,5.0,0.0
1259,1.0,4.0,0.0,4.0,4.0,1.0,6.0,1.0,5.0,2.0,1.0,4.0,6.0,3.0,1.0,0.0
1260,4.0,4.0,0.0,5.0,0.0,1.0,6.0,1.0,5.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0
1261,4.0,4.0,0.0,3.0,1.0,1.0,4.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,1.0,4.0
1262,4.0,4.0,0.0,3.0,0.0,1.0,4.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0
1263,4.0,2.0,0.0,3.0,0.0,1.0,4.0,1.0,2.0,3.0,5.0,1.0,4.0,3.0,1.0,4.0
1264,4.0,1.0,6.0,0.0,1.0,1.0,4.0,6.0,4.0,3.0,6.0,0.0,4.0,3.0,1.0,5.0
1265,4.0,1.0,0.0,0.0,3.0,1.0,4.0,6.0,4.0,3.0,3.0,1.0,3.0,6.0,1.0,6.0
1266,4.0,1.0,6.0,0.0,2.0,1.0,3.0,6.0,3.0,3.0,6.0,1.0,3.0,6.0,1.0,6.0
1267,4.0,1.0,6.0,0.0,3.0,1.0,2.0,6.0,2.0,3.0,5.0,2.0,2.0,6.0,1.0,6.0
1268,4.0,4.0,5.0,0.0,3.0,6.0,2.0,6.0,4.0,2.0,6.0,2.0,2.0,6.0,1.0,6.0
1269,4.0,4.0,6.0,0.0,3.0,3.0,2.0,6.0,3.0,2.0,6.0,2.0,1.0,6.0,1.0,6.0
1270,4.0,6.0,0.0,1.0,3.0,3.0,2.0,6.0,3.0,2.0,2.0,3.0,1.0,6.0,1.0,6.0
1271,4.0,6.0,6.0,0.0,3.0,3.0,2.0,6.0,4.0,2.0,6.0,3.0,1.0,6.0,1.0,6.0
1272,3.0,5.0,0.0,0.0,4.0,4.0,2.0,6.0,4.0,2.0,3.0,3.0,1.0,6.0,1.0,6.0
1273,3.0,4.0,6.0,0.0,3.0,5.0,2.0,6.0,4.0,2.0,6.0,2.0,1.0,6.0,1.0,6.0
1274,3.0,2.0,0.0,0.0,4.0,5.0,2.0,6.0,5.0,2.0,2.0,3.0,1.0,6.0,1.0,6.0
