,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
2250,0.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,5.0,0.0,1.0,4.0,0.0,0.0,5.0,6.0
2251,0.0,0.0,5.0,2.0,6.0,0.0,0.0,6.0,2.0,0.0,5.0,6.0,0.0,0.0,5.0,5.0
2252,0.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,4.0,0.0,1.0,4.0,0.0,0.0,6.0,6.0
2253,0.0,0.0,0.0,3.0,6.0,0.0,2.0,3.0,2.0,0.0,3.0,5.0,0.0,0.0,6.0,6.0
2254,1.0,0.0,0.0,4.0,6.0,0.0,6.0,3.0,2.0,0.0,2.0,5.0,0.0,3.0,6.0,5.0
2255,1.0,1.0,0.0,5.0,5.0,6.0,6.0,3.0,4.0,1.0,1.0,5.0,1.0,3.0,6.0,4.0
2256,1.0,2.0,0.0,5.0,1.0,6.0,6.0,2.0,5.0,1.0,4.0,2.0,2.0,3.0,5.0,3.0
2257,1.0,0.0,6.0,4.0,1.0,5.0,6.0,1.0,6.0,1.0,5.0,3.0,4.0,3.0,5.0,3.0
2258,2.0,0.0,0.0,2.0,2.0,1.0,6.0,0.0,6.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0
2259,4.0,4.0,6.0,0.0,2.0,1.0,5.0,6.0,6.0,1.0,6.0,0.0,2.0,3.0,1.0,6.0
2260,4.0,4.0,6.0,0.0,3.0,1.0,4.0,6.0,6.0,1.0,6.0,2.0,1.0,3.0,1.0,6.0
2261,4.0,4.0,0.0,0.0,2.0,1.0,4.0,6.0,6.0,1.0,2.0,1.0,1.0,3.0,1.0,6.0
2262,4.0,4.0,6.0,0.0,3.0,1.0,4.0,6.0,6.0,1.0,6.0,1.0,1.0,3.0,1.0,6.0
2263,4.0,4.0,6.0,0.0,4.0,1.0,4.0,6.0,6.0,1.0,5.0,4.0,1.0,3.0,1.0,6.0
2264,4.0,4.0,6.0,0.0,4.0,1.0,4.0,6.0,5.0,1.0,6.0,3.0,1.0,3.0,1.0,6.0
2265,4.0,3.0,6.0,0.0,5.0,2.0,2.0,6.0,5.0,1.0,3.0,4.0,1.0,3.0,1.0,6.0
2266,4.0,2.0,6.0,1.0,5.0,6.0,2.0,6.0,6.0,1.0,6.0,4.0,0.0,3.0,1.0,6.0
2267,4.0,2.0,0.0,0.0,4.0,3.0,2.0,6.0,5.0,1.0,3.0,4.0,0.0,3.0,1.0,6.0
2268,4.0,2.0,6.0,0.0,5.0,3.0,2.0,6.0,5.0,1.0,6.0,5.0,0.0,3.0,1.0,6.0
2269,3.0,0.0,0.0,0.0,5.0,4.0,2.0,6.0,5.0,1.0,3.0,5.0,0.0,0.0,1.0,6.0
2270,3.0,0.0,6.0,0.0,5.0,5.0,2.0,6.0,5.0,1.0,6.0,5.0,0.0,0.0,1.0,6.0
2271,3.0,2.0,0.0,1.0,5.0,5.0,2.0,6.0,6.0,1.0,4.0,6.0,0.0,0.0,1.0,6.0
2272,3.0,2.0,6.0,0.0,5.0,5.0,2.0,6.0,6.0,1.0,6.0,5.0,0.0,0.0,1.0,6.0
2273,3.0,2.0,0.0,0.0,5.0,5.0,2.0,6.0,6.0,1.0,4.0,5.0,0.0,0.0,1.0,6.0
2274,2.0,2.0,6.0,0.0,5.0,2.0,2.0,6.0,6.0,1.0,6.0,5.0,0.0,0.0,1.0,6.0
