,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
350,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,0.0,4.0,6.0
351,0.0,0.0,0.0,2.0,6.0,0.0,0.0,6.0,3.0,0.0,0.0,6.0,0.0,0.0,5.0,6.0
352,0.0,2.0,0.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0
353,0.0,1.0,6.0,6.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,2.0
354,0.0,0.0,0.0,2.0,6.0,0.0,2.0,3.0,0.0,0.0,6.0,5.0,1.0,0.0,6.0,3.0
355,1.0,0.0,0.0,2.0,6.0,0.0,4.0,2.0,0.0,0.0,2.0,5.0,1.0,0.0,6.0,2.0
356,1.0,0.0,0.0,2.0,6.0,0.0,6.0,2.0,0.0,1.0,2.0,4.0,1.0,3.0,6.0,1.0
357,1.0,0.0,0.0,4.0,6.0,6.0,6.0,2.0,2.0,1.0,2.0,6.0,2.0,3.0,6.0,3.0
358,1.0,1.0,0.0,4.0,4.0,6.0,6.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,2.0
359,1.0,2.0,0.0,3.0,1.0,6.0,6.0,2.0,4.0,1.0,4.0,2.0,5.0,3.0,5.0,1.0
360,1.0,5.0,0.0,4.0,5.0,5.0,6.0,2.0,3.0,2.0,1.0,6.0,6.0,3.0,5.0,0.0
361,1.0,5.0,0.0,4.0,5.0,1.0,6.0,1.0,3.0,2.0,4.0,4.0,6.0,3.0,4.0,0.0
362,3.0,4.0,5.0,4.0,4.0,1.0,6.0,4.0,3.0,2.0,2.0,3.0,6.0,3.0,1.0,0.0
363,4.0,4.0,0.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,6.0,4.0,5.0,3.0,1.0,1.0
364,4.0,4.0,0.0,2.0,4.0,1.0,4.0,1.0,0.0,3.0,0.0,4.0,5.0,3.0,1.0,2.0
365,4.0,4.0,0.0,2.0,2.0,1.0,4.0,1.0,0.0,3.0,4.0,2.0,5.0,3.0,1.0,1.0
366,4.0,4.0,0.0,2.0,2.0,1.0,4.0,1.0,0.0,4.0,3.0,3.0,6.0,3.0,1.0,1.0
367,4.0,4.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,4.0,3.0,1.0,6.0,3.0,1.0,0.0
368,4.0,4.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,5.0,2.0,2.0,6.0,3.0,1.0,0.0
369,4.0,4.0,0.0,2.0,0.0,1.0,4.0,1.0,0.0,5.0,4.0,1.0,6.0,3.0,1.0,0.0
370,4.0,4.0,0.0,2.0,1.0,1.0,4.0,1.0,0.0,5.0,5.0,0.0,6.0,3.0,1.0,1.0
371,4.0,4.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,5.0,3.0,1.0,1.0
372,4.0,2.0,0.0,3.0,2.0,6.0,2.0,1.0,0.0,6.0,3.0,1.0,5.0,3.0,1.0,4.0
373,4.0,2.0,5.0,2.0,3.0,5.0,2.0,1.0,0.0,6.0,4.0,2.0,5.0,3.0,1.0,4.0
374,4.0,2.0,0.0,3.0,2.0,3.0,2.0,1.0,0.0,6.0,3.0,1.0,4.0,3.0,1.0,4.0
