,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
375,0.0,0.0,6.0,1.0,5.0,0.0,0.0,6.0,5.0,0.0,6.0,5.0,0.0,0.0,5.0,6.0
376,0.0,0.0,0.0,2.0,6.0,0.0,0.0,6.0,2.0,0.0,2.0,6.0,0.0,0.0,5.0,5.0
377,0.0,4.0,6.0,6.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,2.0
378,0.0,0.0,0.0,1.0,6.0,0.0,2.0,2.0,1.0,0.0,1.0,6.0,0.0,0.0,6.0,4.0
379,1.0,0.0,0.0,2.0,6.0,0.0,5.0,2.0,1.0,1.0,2.0,6.0,1.0,0.0,6.0,3.0
380,1.0,0.0,0.0,5.0,5.0,5.0,6.0,2.0,1.0,1.0,2.0,5.0,1.0,3.0,6.0,2.0
381,1.0,1.0,0.0,5.0,2.0,6.0,6.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,6.0,2.0
382,1.0,3.0,0.0,5.0,1.0,6.0,6.0,2.0,5.0,1.0,3.0,3.0,4.0,3.0,5.0,1.0
383,1.0,5.0,0.0,5.0,5.0,3.0,6.0,2.0,4.0,2.0,2.0,6.0,6.0,3.0,5.0,0.0
384,2.0,4.0,0.0,3.0,4.0,1.0,6.0,1.0,4.0,2.0,5.0,4.0,6.0,3.0,1.0,0.0
385,4.0,4.0,5.0,3.0,1.0,1.0,6.0,1.0,4.0,3.0,5.0,2.0,5.0,3.0,1.0,1.0
386,4.0,4.0,0.0,4.0,2.0,1.0,4.0,1.0,1.0,3.0,0.0,4.0,4.0,3.0,1.0,1.0
387,4.0,4.0,0.0,4.0,3.0,1.0,4.0,1.0,1.0,4.0,5.0,3.0,5.0,3.0,1.0,1.0
388,4.0,4.0,0.0,2.0,0.0,1.0,4.0,1.0,0.0,4.0,4.0,2.0,6.0,3.0,1.0,1.0
389,4.0,4.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,5.0,4.0,1.0,5.0,3.0,1.0,3.0
390,4.0,4.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,5.0,1.0,0.0,5.0,3.0,1.0,4.0
391,4.0,4.0,5.0,2.0,1.0,0.0,3.0,0.0,0.0,5.0,5.0,0.0,4.0,3.0,1.0,5.0
392,4.0,3.0,0.0,5.0,1.0,5.0,2.0,1.0,0.0,6.0,3.0,0.0,4.0,3.0,1.0,6.0
393,4.0,2.0,4.0,3.0,2.0,5.0,2.0,1.0,1.0,6.0,5.0,1.0,4.0,3.0,1.0,6.0
394,4.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,6.0,5.0,0.0,3.0,3.0,1.0,5.0
395,4.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,6.0,1.0,1.0,3.0,3.0,1.0,5.0
396,4.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,0.0,6.0,4.0,1.0,3.0,0.0,1.0,5.0
397,3.0,2.0,0.0,2.0,1.0,5.0,2.0,2.0,0.0,6.0,4.0,0.0,4.0,0.0,1.0,4.0
398,3.0,2.0,0.0,1.0,3.0,5.0,2.0,2.0,0.0,6.0,4.0,3.0,3.0,0.0,1.0,5.0
399,3.0,2.0,0.0,1.0,2.0,5.0,2.0,2.0,0.0,6.0,3.0,0.0,3.0,0.0,1.0,4.0
