,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
1275,0.0,0.0,5.0,1.0,5.0,0.0,0.0,6.0,5.0,0.0,6.0,5.0,0.0,0.0,5.0,6.0
1276,0.0,0.0,4.0,1.0,6.0,0.0,0.0,5.0,3.0,0.0,4.0,6.0,0.0,0.0,5.0,5.0
1277,0.0,4.0,6.0,6.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0
1278,0.0,0.0,0.0,2.0,6.0,0.0,2.0,2.0,3.0,0.0,1.0,6.0,0.0,0.0,6.0,4.0
1279,1.0,0.0,0.0,3.0,6.0,0.0,5.0,2.0,3.0,1.0,4.0,6.0,1.0,0.0,6.0,3.0
1280,1.0,0.0,0.0,3.0,6.0,5.0,6.0,2.0,5.0,1.0,2.0,6.0,1.0,3.0,6.0,4.0
1281,1.0,1.0,0.0,4.0,2.0,6.0,6.0,2.0,6.0,1.0,3.0,3.0,2.0,3.0,6.0,4.0
1282,1.0,3.0,0.0,4.0,0.0,6.0,6.0,2.0,6.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0
1283,1.0,5.0,0.0,5.0,6.0,3.0,6.0,2.0,6.0,2.0,4.0,6.0,5.0,3.0,5.0,0.0
1284,2.0,4.0,0.0,5.0,6.0,1.0,6.0,2.0,5.0,2.0,1.0,5.0,6.0,3.0,1.0,0.0
1285,4.0,4.0,4.0,4.0,5.0,1.0,6.0,1.0,5.0,2.0,6.0,4.0,5.0,3.0,1.0,1.0
1286,4.0,4.0,0.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,5.0,3.0,1.0,2.0
1287,4.0,4.0,0.0,4.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0
1288,4.0,4.0,0.0,5.0,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,6.0,0.0,1.0,1.0
1289,4.0,4.0,5.0,4.0,0.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,6.0,0.0,1.0,1.0
1290,4.0,1.0,0.0,2.0,0.0,1.0,4.0,0.0,1.0,4.0,5.0,1.0,6.0,0.0,1.0,1.0
1291,4.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,5.0,5.0,2.0,5.0,0.0,1.0,2.0
1292,4.0,0.0,0.0,1.0,3.0,5.0,2.0,0.0,1.0,5.0,3.0,3.0,5.0,0.0,1.0,5.0
1293,4.0,0.0,0.0,1.0,3.0,5.0,2.0,0.0,2.0,5.0,4.0,0.0,4.0,0.0,1.0,5.0
1294,4.0,0.0,0.0,2.0,3.0,3.0,2.0,1.0,1.0,5.0,4.0,2.0,3.0,0.0,1.0,4.0
1295,4.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,1.0,6.0,1.0,1.0,3.0,0.0,1.0,4.0
1296,4.0,0.0,0.0,2.0,4.0,3.0,2.0,2.0,2.0,6.0,5.0,3.0,3.0,0.0,1.0,5.0
1297,3.0,0.0,6.0,0.0,4.0,5.0,2.0,6.0,3.0,6.0,6.0,3.0,4.0,0.0,1.0,6.0
1298,3.0,0.0,6.0,0.0,4.0,5.0,2.0,6.0,4.0,5.0,6.0,4.0,2.0,0.0,1.0,6.0
1299,3.0,0.0,0.0,0.0,4.0,5.0,2.0,6.0,4.0,5.0,3.0,3.0,2.0,0.0,1.0,6.0
