,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
650,0.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,5.0,0.0,0.0,4.0,0.0,0.0,5.0,6.0
651,0.0,0.0,4.0,5.0,5.0,0.0,0.0,6.0,4.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0
652,0.0,6.0,4.0,6.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0
653,0.0,0.0,6.0,5.0,5.0,0.0,1.0,3.0,3.0,0.0,0.0,5.0,0.0,0.0,6.0,4.0
654,0.0,0.0,0.0,5.0,5.0,0.0,3.0,2.0,2.0,0.0,2.0,4.0,1.0,0.0,6.0,2.0
655,1.0,0.0,0.0,5.0,5.0,0.0,6.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,6.0,1.0
656,1.0,0.0,0.0,6.0,4.0,6.0,6.0,2.0,4.0,1.0,3.0,3.0,2.0,3.0,6.0,2.0
657,1.0,1.0,0.0,6.0,1.0,6.0,6.0,2.0,5.0,1.0,2.0,2.0,4.0,3.0,5.0,1.0
658,1.0,3.0,0.0,6.0,1.0,6.0,6.0,2.0,6.0,1.0,5.0,4.0,6.0,3.0,5.0,0.0
659,1.0,6.0,0.0,5.0,5.0,1.0,6.0,2.0,5.0,2.0,5.0,5.0,6.0,3.0,5.0,0.0
660,2.0,4.0,6.0,5.0,5.0,1.0,6.0,6.0,6.0,2.0,0.0,6.0,6.0,3.0,1.0,0.0
661,4.0,4.0,6.0,5.0,4.0,1.0,6.0,1.0,4.0,2.0,6.0,3.0,6.0,3.0,1.0,0.0
662,4.0,4.0,0.0,3.0,3.0,1.0,4.0,1.0,2.0,2.0,0.0,3.0,6.0,3.0,1.0,0.0
663,4.0,4.0,0.0,4.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,6.0,3.0,1.0,0.0
664,4.0,4.0,0.0,3.0,0.0,1.0,4.0,0.0,1.0,3.0,5.0,3.0,6.0,3.0,1.0,0.0
665,4.0,4.0,0.0,4.0,0.0,1.0,4.0,0.0,1.0,3.0,1.0,1.0,6.0,3.0,1.0,0.0
666,4.0,4.0,0.0,5.0,1.0,1.0,4.0,0.0,1.0,4.0,5.0,1.0,6.0,3.0,1.0,0.0
667,4.0,4.0,5.0,4.0,1.0,1.0,4.0,0.0,1.0,4.0,6.0,0.0,6.0,3.0,1.0,0.0
668,4.0,4.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,6.0,3.0,1.0,0.0
669,4.0,2.0,0.0,5.0,3.0,6.0,2.0,0.0,2.0,5.0,1.0,2.0,6.0,3.0,1.0,3.0
670,4.0,2.0,5.0,5.0,3.0,4.0,2.0,1.0,1.0,5.0,1.0,2.0,5.0,3.0,1.0,2.0
671,4.0,2.0,0.0,5.0,4.0,3.0,2.0,1.0,1.0,5.0,5.0,4.0,5.0,3.0,1.0,3.0
672,4.0,2.0,0.0,3.0,3.0,3.0,2.0,1.0,1.0,5.0,2.0,2.0,4.0,3.0,1.0,2.0
673,4.0,2.0,0.0,3.0,4.0,3.0,2.0,2.0,1.0,6.0,4.0,4.0,4.0,0.0,1.0,3.0
674,3.0,2.0,0.0,5.0,2.0,5.0,2.0,2.0,1.0,6.0,0.0,1.0,6.0,0.0,1.0,2.0
