,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
0,0.2102766798418973,0.07241480611045825,0.0008715892515422806,0.15214787439613528,0.07687395874811898,0.0,0.0,0.01050022908915228,0.8257897747025378,2.728199286477315e-05,0.8063477563035074,0.2378277153558076,0.018100827530734855,0.18115942028985504,0.3478260869565217,0.7081974776309429
1,0.3999999999999998,0.23766157461809645,0.0,0.1497544444444444,0.12560814460576034,0.0,0.13043478260869562,0.00011440148792925313,0.7782757286561776,2.6581441681116162e-05,0.8068901640228255,0.23725777560658134,0.05273766382502992,0.0,0.7157190635451505,0.6583955496998976
2,0.5952569169960474,0.5945945945945945,0.013024308482877677,0.5171067826086956,0.17327216227611517,0.0,0.2565217391304348,0.00011859014163176242,0.6794540826053315,0.002914737854313039,0.7861327598402592,0.2486158606090245,0.09451951985538459,0.0,1.0,0.5964830562986032
3,0.6363636363636364,0.2579318448883666,0.0,0.1180926570048309,0.084066301256594,0.0,0.5478260869565219,2.1837766882883678e-05,0.7686972221910711,0.03541355596971433,0.8062970047040388,0.2251262009444752,0.1287799988183201,0.0,1.0,0.6349840078430329
4,0.6956521739130435,0.3304935370152761,0.0,0.1388007729468599,0.08621704053041138,0.0,0.8608695652173913,2.0201947680505252e-05,0.7918675914815357,0.08375378060078659,0.8065650365887314,0.21999674320143617,0.15066279746207248,0.43478260869565233,1.0,0.6252711568917102
5,0.7272727272727273,0.40217391304347844,0.0,0.20476966183574874,0.08456092447797467,0.5652173913043478,1.0,1.8144886834276097e-05,0.830547487411827,0.14301016932044713,0.8055293867620797,0.22451555121316022,0.1744799721456761,0.6666666666666667,1.0,0.6377809717730668
6,0.7272727272727273,0.4829612220916569,0.0,0.25144212560386475,0.03859097938432616,1.0,1.0,1.598095025399868e-05,0.8866027071581569,0.19885821950976257,0.8066633678127013,0.2171063344732161,0.20359218344978644,0.6666666666666667,0.8896321070234113,0.6332117840681741
7,0.7272727272727273,0.5505287896592241,0.0,0.25155584541062803,0.027355848200534813,1.0,1.0,1.4581721149314885e-05,0.9132551502169987,0.2515071935054776,0.8067363232369371,0.21539651522553677,0.2328210200797649,0.6666666666666667,0.7090301003344482,0.5957355726789192
8,0.7272727272727273,0.670975323149236,0.0,0.31850405797101455,0.12838781145773817,0.32173913043478247,1.0,1.4430167699727474e-05,0.8879161947269855,0.3067895204209519,0.8057815587719384,0.25118058948054395,0.2638334837172687,0.6666666666666667,0.4180602006688962,0.545529959232199
9,0.7865612648221345,0.5945945945945944,0.0,0.21842599033816426,0.09732028764743948,0.1999999999999999,1.0,8.891207839718931e-06,0.8808917697457693,0.36389476681939276,0.8077957628758393,0.2412880638332555,0.2771802958118087,0.6666666666666667,0.07692307692307696,0.5587650772104
