,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
275,0.0,0.0,4.0,1.0,5.0,0.0,0.0,6.0,5.0,0.0,2.0,6.0,0.0,0.0,5.0,6.0
276,0.0,0.0,0.0,1.0,6.0,0.0,0.0,4.0,4.0,0.0,4.0,6.0,0.0,0.0,5.0,5.0
277,0.0,4.0,6.0,6.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0
278,0.0,0.0,0.0,1.0,5.0,0.0,2.0,2.0,4.0,0.0,2.0,5.0,0.0,0.0,6.0,4.0
279,1.0,0.0,0.0,1.0,5.0,0.0,5.0,2.0,4.0,1.0,3.0,4.0,1.0,0.0,6.0,3.0
280,1.0,0.0,0.0,2.0,5.0,5.0,6.0,2.0,5.0,1.0,1.0,5.0,1.0,3.0,6.0,4.0
281,1.0,1.0,0.0,3.0,4.0,6.0,6.0,2.0,6.0,1.0,3.0,3.0,3.0,3.0,6.0,3.0
282,1.0,3.0,0.0,3.0,3.0,6.0,6.0,2.0,6.0,1.0,4.0,3.0,4.0,3.0,5.0,1.0
283,1.0,5.0,0.0,5.0,6.0,3.0,6.0,2.0,6.0,2.0,1.0,6.0,6.0,3.0,5.0,0.0
284,2.0,4.0,0.0,2.0,6.0,1.0,6.0,1.0,6.0,2.0,5.0,6.0,6.0,3.0,1.0,0.0
285,4.0,4.0,0.0,2.0,4.0,1.0,6.0,1.0,6.0,3.0,5.0,2.0,5.0,3.0,1.0,1.0
286,4.0,4.0,0.0,3.0,2.0,1.0,4.0,1.0,4.0,3.0,1.0,2.0,5.0,3.0,1.0,1.0
287,4.0,4.0,0.0,2.0,0.0,1.0,4.0,0.0,4.0,4.0,5.0,1.0,5.0,3.0,1.0,2.0
288,4.0,4.0,0.0,1.0,1.0,1.0,4.0,0.0,5.0,4.0,4.0,0.0,6.0,3.0,1.0,2.0
289,4.0,4.0,0.0,1.0,2.0,1.0,4.0,0.0,4.0,4.0,3.0,1.0,5.0,3.0,1.0,3.0
290,4.0,4.0,0.0,1.0,4.0,1.0,4.0,0.0,4.0,5.0,3.0,3.0,5.0,3.0,1.0,4.0
291,4.0,4.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,5.0,4.0,2.0,5.0,3.0,1.0,4.0
292,4.0,3.0,0.0,1.0,2.0,5.0,2.0,1.0,3.0,5.0,4.0,0.0,4.0,3.0,1.0,5.0
293,4.0,2.0,0.0,1.0,3.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,3.0,1.0,5.0
294,4.0,2.0,0.0,1.0,2.0,3.0,2.0,2.0,3.0,6.0,4.0,2.0,3.0,3.0,1.0,5.0
295,4.0,2.0,0.0,1.0,2.0,3.0,2.0,2.0,2.0,6.0,2.0,2.0,3.0,3.0,1.0,4.0
296,4.0,2.0,0.0,1.0,2.0,3.0,2.0,2.0,2.0,6.0,4.0,1.0,3.0,0.0,1.0,5.0
297,3.0,2.0,5.0,2.0,3.0,5.0,2.0,2.0,3.0,6.0,4.0,2.0,4.0,0.0,1.0,4.0
298,3.0,2.0,0.0,2.0,4.0,5.0,2.0,2.0,3.0,6.0,3.0,2.0,3.0,0.0,1.0,5.0
299,3.0,2.0,0.0,2.0,4.0,5.0,2.0,2.0,3.0,6.0,3.0,3.0,3.0,0.0,1.0,4.0
