,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
0,0.2102766798418973,0.07241480611045825,0.024331048349324872,0.11261111207729468,0.03590184732099272,0.0,0.0,0.018991767360789894,0.8443215843716007,2.72903921971524e-05,0.8165615156965182,0.22317212180427057,0.010717173248927039,0.18115942028985504,0.3478260869565217,0.7475080182590065
1,0.3999999999999998,0.23766157461809645,0.005207538774472412,0.31251229951690823,0.21176501991476945,0.0,0.13043478260869562,0.010260952331263352,0.71118272756838,2.649147629982372e-05,0.8045318006350294,0.262497964500899,0.04369941704306359,0.0,0.7157190635451505,0.6411435390355021
2,0.5952569169960474,0.5945945945945945,0.008684126888540955,0.5530991884057971,0.24033921022551258,0.0,0.2565217391304348,0.00013844585006748475,0.6300871359522715,0.002129987226766353,0.7928525888073692,0.2710063507572086,0.08856363724155188,0.0,1.0,0.6195264014763356
3,0.6363636363636364,0.2579318448883666,0.0,0.31650908212560386,0.10514740411127621,0.0,0.5478260869565219,2.5867474284606138e-05,0.7179730517769229,0.025922370462227635,0.8049045076936253,0.2245155512131618,0.12152152238627759,0.0,1.0,0.6505325543533713
4,0.6956521739130435,0.3304935370152761,0.0,0.23957227053140095,0.09709802676305683,0.0,0.8608695652173913,2.2285072099075097e-05,0.7318326585997689,0.06550085375188205,0.8073247245932735,0.23656570591109272,0.14182056144604296,0.43478260869565233,1.0,0.6388611632353397
5,0.7272727272727273,0.40217391304347844,0.0,0.2633948792270531,0.07897443135191862,0.5652173913043478,1.0,2.354802379874164e-05,0.7424667212434536,0.11377406396710442,0.8063921639530421,0.22589969060413967,0.16465691096844218,0.6666666666666667,1.0,0.6286159797358745
6,0.7272727272727273,0.4829612220916569,0.0,0.25104937198067623,0.026110137972559913,1.0,1.0,2.165253069798478e-05,0.7951407968958522,0.1571545729498239,0.8067125334246861,0.21437876567334752,0.19484065602054332,0.6666666666666667,0.8896321070234113,0.6145202574715093
7,0.7272727272727273,0.5505287896592241,0.0,0.2501885990338164,0.005536632398094334,1.0,1.0,1.711773314110426e-05,0.8621496899216112,0.2055399545066203,0.8063731321032416,0.21519296531510007,0.22265301944665594,0.6666666666666667,0.7090301003344482,0.6076243329207757
8,0.7272727272727273,0.670975323149236,0.0,0.29895391304347824,0.0426472013938714,0.32173913043478247,1.0,1.7418180876965022e-05,0.8346477554361844,0.2564149150033225,0.8070091130840796,0.22675460022797936,0.2501574673298678,0.6666666666666667,0.4180602006688962,0.5627797518443104
9,0.7865612648221345,0.5945945945945944,0.0,0.23450328502415463,0.024966442244139624,0.1999999999999999,1.0,1.2610545620335745e-05,0.8054720705161991,0.31389230349587666,0.8066522659003179,0.21690278456277853,0.26162562437358233,0.6666666666666667,0.07692307692307696,0.5647937433181175
10,1.0,0.5945945945945944,0.0,0.22398739130434783,0.020906862263356033,0.1999999999999999,0.9739130434782605,1.1194003665139106e-05,0.7801036772044724,0.37332028372680426,0.8075309029661137,0.21600716495685202,0.2341634454576827,0.6666666666666667,0.07692307692307696,0.5924262386712982
11,1.0,0.5945945945945944,0.0,0.2838760386473429,0.014933035778144414,0.1999999999999999,0.7999999999999995,1.0966899802529396e-05,0.7025350169898286,0.42856902532897384,0.8039338833537926,0.21726917440156662,0.22925685139079557,0.6666666666666667,0.07692307692307696,0.6048096245724703
12,1.0,0.5945945945945944,0.0,0.4195491787439614,0.007002369887114514,0.1999999999999999,0.7999999999999995,1.015151734945426e-05,0.6817477094571105,0.4815046460684755,0.806604686275816,0.21494870542257516,0.24297976473463032,0.6666666666666667,0.07692307692307696,0.5993820506336975
13,1.0,0.5945945945945944,0.0,0.44042,0.0004833221336707509,0.1999999999999999,0.7999999999999995,8.97739302006606e-06,0.661198708100167,0.5270737278736471,0.8064952531394624,0.21136622699886387,0.2552615222659499,0.7318840579710146,0.07692307692307696,0.5884071279328197
14,1.0,0.5945945945945944,0.0008691637560721023,0.3025112077294686,0.0034330624027838707,0.1999999999999999,0.7999999999999995,8.541748517896526e-06,0.6401758979937424,0.5719440669351088,0.8070788965333486,0.20985995766162158,0.2487792521694084,0.7333333333333334,0.07692307692307696,0.5967203878929834
15,1.0,0.5130728554641597,0.0,0.2865666666666667,0.012311978241088404,0.1999999999999999,0.7999999999999995,5.023647164417285e-06,0.6642223929304371,0.6099946047206892,0.8072263933693037,0.20867936818108132,0.25060885053554316,0.6797101449275363,0.07692307692307696,0.6114793077902432
16,1.0,0.4932432432432431,0.003474313166593065,0.2700407256038648,0.017946812051526602,0.06086956521739131,0.6608695652173914,4.218120588987043e-06,0.615361216090433,0.6370226709876966,0.8064524314774107,0.21336101612115616,0.23967445490387124,0.6666666666666667,0.07692307692307696,0.6198923801031839
17,1.0,0.42934782608695643,0.00520688639982871,0.2560691420289855,0.015864717014169537,0.48695652173913057,0.6000000000000002,0.004122938196668219,0.6794692220564982,0.6703892892290277,0.810755215519839,0.20880149812734503,0.23053479345361683,0.7086956521739131,0.07692307692307696,0.6538063995244496
18,1.0,0.39189189189189183,0.09117957699359,0.04096185410628019,0.014416288946593173,0.5391304347826088,0.6000000000000002,0.037006052349808034,0.7419326350495118,0.6368304115913189,0.8353110597251169,0.2067252890408759,0.21955473499594352,0.7333333333333334,0.07692307692307696,0.6680329868735666
19,1.0,0.39189189189189183,0.0,0.05888777971014492,0.022500782587008702,0.3000000000000001,0.6000000000000002,0.07779931492584861,0.719932769622411,0.6051773052202031,0.8066221321381334,0.2142566357270841,0.20478867290406466,0.7637681159420289,0.07692307692307696,0.6652116243684096
20,1.0,0.39189189189189183,0.09119314304066803,0.031894016425120776,0.02102259415512946,0.3000000000000001,0.6000000000000002,0.12112917413242137,0.7229242130288995,0.5769331982711073,0.8356932827086129,0.21262823644357964,0.1969976074838903,0.7999999999999996,0.07692307692307696,0.6656507987206275
21,0.9525691699604745,0.42053466509988235,0.0,0.04974485603864734,0.020778894573665434,0.3521739130434782,0.6000000000000002,0.16976545973981053,0.7336381783315203,0.5492923051781464,0.8072787309562556,0.21246539651522892,0.18689563282891847,0.818840579710145,0.07692307692307696,0.6714864942796432
22,0.8181818181818185,0.4932432432432431,0.018218816492030995,0.07796581642512078,0.024472410617001287,0.5,0.6000000000000002,0.22227412834916382,0.7607125635015869,0.5171958005741347,0.8180840636805697,0.21507083536883523,0.202719653234031,0.8666666666666668,0.07692307692307696,0.6657683554916757
23,0.8181818181818185,0.4932432432432431,0.07296425656054704,0.04744097806763284,0.02221447293024022,0.5,0.6000000000000002,0.2750570113882087,0.785898722678898,0.4849400811574978,0.8213829176460139,0.21397166585247057,0.1807653984382388,0.8594202898550722,0.07692307692307696,0.6890135434272456
24,0.8181818181818185,0.4932432432432431,0.0,0.05981820289855072,0.018459583404551935,0.5,0.6000000000000002,0.3252769136160377,0.8042202621928654,0.45465381893250373,0.8063461703160238,0.21144764696303914,0.17643452621809827,0.7999999999999996,0.07692307692307696,0.691888139187217
