,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
2350,0.0,0.0,6.0,1.0,4.0,0.0,0.0,6.0,5.0,0.0,6.0,5.0,0.0,0.0,5.0,6.0
2351,0.0,0.0,5.0,3.0,6.0,0.0,0.0,6.0,3.0,0.0,0.0,6.0,0.0,0.0,5.0,5.0
2352,0.0,0.0,0.0,4.0,6.0,0.0,0.0,4.0,3.0,0.0,6.0,6.0,0.0,0.0,6.0,6.0
2353,0.0,0.0,0.0,3.0,6.0,0.0,1.0,3.0,5.0,0.0,1.0,6.0,0.0,0.0,6.0,6.0
2354,0.0,0.0,0.0,4.0,6.0,0.0,3.0,3.0,3.0,0.0,4.0,6.0,0.0,0.0,6.0,5.0
2355,1.0,0.0,0.0,4.0,6.0,0.0,6.0,3.0,4.0,1.0,2.0,6.0,0.0,3.0,6.0,5.0
2356,1.0,0.0,0.0,4.0,5.0,6.0,6.0,2.0,6.0,1.0,5.0,6.0,1.0,3.0,6.0,5.0
2357,1.0,1.0,0.0,4.0,1.0,6.0,6.0,2.0,6.0,1.0,3.0,2.0,2.0,3.0,5.0,5.0
2358,1.0,3.0,0.0,5.0,0.0,6.0,6.0,2.0,6.0,1.0,3.0,4.0,3.0,3.0,5.0,3.0
2359,1.0,0.0,4.0,1.0,2.0,1.0,6.0,0.0,6.0,1.0,5.0,2.0,3.0,3.0,5.0,4.0
2360,2.0,0.0,0.0,1.0,2.0,1.0,6.0,0.0,6.0,2.0,1.0,1.0,3.0,3.0,1.0,5.0
2361,4.0,4.0,6.0,1.0,4.0,1.0,6.0,6.0,6.0,2.0,6.0,4.0,2.0,3.0,1.0,5.0
2362,4.0,4.0,6.0,0.0,3.0,1.0,4.0,6.0,6.0,2.0,6.0,2.0,1.0,3.0,1.0,6.0
2363,4.0,4.0,0.0,0.0,3.0,1.0,4.0,6.0,6.0,2.0,4.0,3.0,1.0,3.0,1.0,6.0
2364,4.0,4.0,0.0,0.0,3.0,1.0,4.0,6.0,6.0,2.0,3.0,3.0,1.0,3.0,1.0,6.0
2365,4.0,4.0,6.0,0.0,2.0,1.0,4.0,6.0,6.0,2.0,6.0,2.0,1.0,3.0,1.0,6.0
2366,4.0,4.0,0.0,0.0,3.0,1.0,4.0,6.0,6.0,2.0,4.0,2.0,1.0,3.0,1.0,6.0
2367,4.0,4.0,6.0,0.0,3.0,1.0,4.0,6.0,6.0,1.0,6.0,2.0,1.0,3.0,1.0,6.0
2368,4.0,4.0,6.0,0.0,4.0,0.0,2.0,6.0,5.0,1.0,6.0,3.0,1.0,3.0,1.0,6.0
2369,4.0,2.0,0.0,0.0,4.0,6.0,2.0,6.0,6.0,1.0,2.0,3.0,1.0,3.0,1.0,6.0
2370,4.0,2.0,6.0,0.0,4.0,4.0,2.0,6.0,6.0,1.0,6.0,4.0,0.0,3.0,1.0,6.0
2371,4.0,2.0,0.0,0.0,5.0,3.0,2.0,6.0,6.0,1.0,3.0,5.0,0.0,3.0,1.0,6.0
2372,4.0,2.0,6.0,0.0,6.0,3.0,2.0,6.0,6.0,1.0,6.0,6.0,0.0,3.0,1.0,6.0
2373,4.0,0.0,0.0,0.0,5.0,3.0,2.0,6.0,6.0,1.0,4.0,5.0,0.0,0.0,1.0,6.0
2374,3.0,0.0,0.0,0.0,5.0,5.0,2.0,6.0,6.0,1.0,3.0,5.0,0.0,0.0,1.0,6.0
