,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
175,0.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,5.0,0.0,3.0,4.0,0.0,0.0,5.0,6.0
176,0.0,0.0,5.0,1.0,6.0,0.0,0.0,5.0,2.0,0.0,5.0,6.0,0.0,0.0,5.0,5.0
177,0.0,4.0,6.0,6.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,2.0
178,0.0,0.0,0.0,2.0,5.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,6.0,4.0
179,1.0,0.0,0.0,3.0,5.0,0.0,5.0,2.0,1.0,1.0,3.0,5.0,1.0,0.0,6.0,3.0
180,1.0,0.0,0.0,4.0,6.0,5.0,6.0,2.0,1.0,1.0,1.0,6.0,1.0,3.0,6.0,3.0
181,1.0,1.0,0.0,5.0,5.0,6.0,6.0,2.0,4.0,1.0,2.0,5.0,2.0,3.0,6.0,3.0
182,1.0,3.0,0.0,6.0,2.0,6.0,6.0,2.0,5.0,1.0,4.0,3.0,4.0,3.0,5.0,1.0
183,1.0,5.0,4.0,6.0,6.0,3.0,6.0,2.0,4.0,2.0,0.0,6.0,6.0,3.0,5.0,0.0
184,2.0,4.0,0.0,5.0,5.0,1.0,6.0,1.0,3.0,2.0,5.0,4.0,6.0,3.0,1.0,0.0
185,4.0,4.0,0.0,5.0,4.0,1.0,6.0,1.0,2.0,3.0,5.0,3.0,5.0,3.0,1.0,0.0
186,4.0,4.0,0.0,5.0,3.0,1.0,4.0,1.0,0.0,4.0,0.0,3.0,5.0,3.0,1.0,0.0
187,4.0,4.0,0.0,5.0,1.0,1.0,4.0,1.0,0.0,4.0,3.0,2.0,6.0,3.0,1.0,0.0
188,4.0,4.0,0.0,5.0,0.0,1.0,4.0,1.0,0.0,5.0,4.0,1.0,6.0,3.0,1.0,0.0
189,4.0,4.0,5.0,3.0,0.0,1.0,4.0,1.0,0.0,5.0,4.0,1.0,6.0,3.0,1.0,0.0
190,4.0,4.0,0.0,2.0,0.0,1.0,4.0,1.0,0.0,5.0,4.0,1.0,6.0,3.0,1.0,0.0
191,4.0,4.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,6.0,4.0,1.0,6.0,3.0,1.0,0.0
192,4.0,3.0,0.0,2.0,2.0,5.0,2.0,0.0,0.0,6.0,2.0,1.0,5.0,3.0,1.0,3.0
193,4.0,2.0,0.0,1.0,1.0,5.0,2.0,1.0,0.0,6.0,3.0,0.0,5.0,3.0,1.0,3.0
194,4.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,6.0,2.0,1.0,4.0,3.0,1.0,3.0
195,4.0,2.0,0.0,3.0,1.0,3.0,2.0,1.0,0.0,6.0,1.0,0.0,4.0,3.0,1.0,2.0
196,4.0,2.0,0.0,5.0,2.0,3.0,2.0,2.0,0.0,6.0,4.0,1.0,4.0,0.0,1.0,2.0
197,3.0,2.0,0.0,4.0,3.0,5.0,2.0,2.0,0.0,6.0,5.0,2.0,5.0,0.0,1.0,1.0
198,3.0,2.0,0.0,3.0,3.0,5.0,2.0,2.0,0.0,6.0,2.0,2.0,4.0,0.0,1.0,1.0
199,3.0,2.0,0.0,3.0,4.0,5.0,2.0,1.0,0.0,6.0,2.0,3.0,4.0,0.0,1.0,2.0
