,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
500,0.0,0.0,6.0,1.0,5.0,0.0,0.0,6.0,5.0,0.0,6.0,5.0,0.0,0.0,5.0,6.0
501,0.0,0.0,5.0,3.0,6.0,0.0,0.0,6.0,3.0,0.0,1.0,6.0,0.0,0.0,5.0,4.0
502,0.0,5.0,6.0,6.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0
503,0.0,0.0,0.0,2.0,6.0,0.0,1.0,2.0,3.0,0.0,5.0,6.0,0.0,0.0,6.0,4.0
504,1.0,0.0,0.0,3.0,6.0,0.0,4.0,2.0,3.0,1.0,2.0,6.0,1.0,0.0,6.0,2.0
505,1.0,0.0,0.0,4.0,6.0,4.0,6.0,2.0,4.0,1.0,1.0,6.0,1.0,3.0,6.0,3.0
506,1.0,1.0,0.0,5.0,1.0,6.0,6.0,2.0,6.0,1.0,4.0,3.0,2.0,3.0,6.0,3.0
507,1.0,2.0,0.0,5.0,0.0,6.0,6.0,2.0,6.0,1.0,4.0,1.0,3.0,3.0,5.0,3.0
508,1.0,5.0,0.0,6.0,5.0,4.0,6.0,2.0,6.0,2.0,5.0,6.0,5.0,3.0,5.0,0.0
509,1.0,4.0,0.0,5.0,6.0,1.0,6.0,1.0,6.0,2.0,1.0,5.0,6.0,3.0,1.0,0.0
510,4.0,4.0,0.0,5.0,6.0,1.0,6.0,1.0,6.0,3.0,3.0,6.0,4.0,3.0,1.0,1.0
511,4.0,4.0,4.0,5.0,6.0,1.0,4.0,1.0,4.0,3.0,1.0,6.0,4.0,3.0,1.0,2.0
512,4.0,4.0,0.0,5.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0
513,4.0,4.0,0.0,4.0,1.0,1.0,4.0,0.0,4.0,4.0,5.0,0.0,5.0,3.0,1.0,3.0
514,4.0,4.0,6.0,2.0,1.0,1.0,4.0,0.0,4.0,4.0,6.0,1.0,4.0,3.0,1.0,3.0
515,4.0,4.0,0.0,2.0,1.0,1.0,4.0,0.0,4.0,5.0,5.0,0.0,4.0,3.0,1.0,4.0
516,4.0,4.0,0.0,1.0,2.0,1.0,3.0,0.0,4.0,5.0,2.0,0.0,4.0,3.0,1.0,4.0
517,4.0,4.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,5.0,0.0,3.0,3.0,1.0,5.0
518,4.0,2.0,0.0,1.0,2.0,6.0,2.0,1.0,4.0,5.0,6.0,1.0,3.0,3.0,1.0,6.0
519,4.0,2.0,0.0,1.0,2.0,3.0,2.0,1.0,3.0,6.0,1.0,0.0,2.0,3.0,1.0,5.0
520,4.0,2.0,0.0,1.0,2.0,3.0,2.0,1.0,3.0,6.0,3.0,1.0,2.0,3.0,1.0,5.0
521,4.0,2.0,6.0,1.0,3.0,3.0,2.0,6.0,3.0,6.0,6.0,2.0,2.0,3.0,1.0,6.0
522,3.0,2.0,0.0,0.0,2.0,4.0,2.0,6.0,5.0,6.0,3.0,1.0,2.0,0.0,1.0,6.0
523,3.0,2.0,6.0,0.0,2.0,5.0,2.0,6.0,5.0,5.0,6.0,1.0,2.0,0.0,1.0,6.0
524,3.0,2.0,0.0,0.0,2.0,5.0,2.0,6.0,6.0,5.0,4.0,2.0,1.0,0.0,1.0,6.0
