,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
900,0.0,0.0,6.0,1.0,4.0,0.0,0.0,6.0,5.0,0.0,6.0,5.0,0.0,0.0,5.0,6.0
901,0.0,0.0,5.0,1.0,6.0,0.0,0.0,6.0,4.0,0.0,0.0,6.0,0.0,0.0,5.0,5.0
902,0.0,6.0,4.0,6.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0
903,0.0,0.0,6.0,1.0,6.0,0.0,1.0,2.0,3.0,0.0,5.0,6.0,0.0,0.0,6.0,5.0
904,0.0,0.0,0.0,2.0,6.0,0.0,3.0,2.0,3.0,0.0,2.0,6.0,1.0,0.0,6.0,4.0
905,1.0,0.0,0.0,4.0,6.0,0.0,6.0,2.0,4.0,1.0,1.0,6.0,1.0,3.0,6.0,3.0
906,1.0,0.0,0.0,5.0,6.0,6.0,6.0,2.0,5.0,1.0,3.0,6.0,2.0,3.0,6.0,5.0
907,1.0,1.0,0.0,5.0,0.0,6.0,6.0,2.0,6.0,1.0,2.0,2.0,3.0,3.0,5.0,3.0
908,1.0,3.0,0.0,6.0,0.0,6.0,6.0,2.0,6.0,1.0,1.0,1.0,5.0,3.0,5.0,2.0
909,1.0,6.0,0.0,6.0,5.0,1.0,6.0,2.0,6.0,2.0,3.0,5.0,6.0,3.0,5.0,0.0
910,2.0,4.0,0.0,6.0,4.0,1.0,6.0,1.0,6.0,2.0,5.0,3.0,6.0,3.0,1.0,0.0
911,4.0,4.0,4.0,4.0,3.0,1.0,6.0,1.0,6.0,2.0,6.0,3.0,5.0,3.0,1.0,1.0
912,4.0,4.0,0.0,4.0,2.0,1.0,4.0,1.0,4.0,3.0,0.0,2.0,5.0,3.0,1.0,2.0
913,4.0,4.0,0.0,5.0,0.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0
914,4.0,4.0,0.0,6.0,0.0,1.0,4.0,1.0,3.0,3.0,5.0,2.0,6.0,6.0,1.0,1.0
915,4.0,4.0,0.0,4.0,0.0,1.0,4.0,1.0,2.0,4.0,6.0,0.0,6.0,6.0,1.0,1.0
916,4.0,4.0,0.0,4.0,0.0,1.0,4.0,1.0,2.0,4.0,1.0,0.0,6.0,6.0,1.0,1.0
917,4.0,4.0,5.0,3.0,1.0,1.0,4.0,0.0,2.0,5.0,6.0,1.0,6.0,6.0,1.0,1.0
918,4.0,4.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,1.0,5.0,6.0,1.0,2.0
919,4.0,4.0,0.0,4.0,1.0,6.0,2.0,1.0,2.0,5.0,4.0,0.0,5.0,6.0,1.0,4.0
920,4.0,4.0,6.0,1.0,1.0,4.0,2.0,6.0,3.0,5.0,6.0,0.0,4.0,6.0,1.0,5.0
921,4.0,2.0,0.0,0.0,2.0,3.0,2.0,6.0,4.0,5.0,4.0,0.0,4.0,6.0,1.0,6.0
922,4.0,1.0,6.0,0.0,2.0,3.0,2.0,6.0,4.0,5.0,6.0,1.0,3.0,6.0,1.0,6.0
923,4.0,1.0,0.0,0.0,2.0,3.0,2.0,6.0,4.0,5.0,3.0,1.0,3.0,6.0,1.0,6.0
924,3.0,1.0,0.0,0.0,2.0,5.0,2.0,6.0,4.0,4.0,2.0,0.0,4.0,6.0,1.0,5.0
