,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
1575,0.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,5.0,0.0,4.0,4.0,0.0,0.0,5.0,6.0
1576,0.0,0.0,5.0,5.0,6.0,0.0,0.0,6.0,2.0,0.0,0.0,6.0,0.0,0.0,5.0,4.0
1577,0.0,4.0,5.0,6.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0
1578,0.0,0.0,0.0,4.0,5.0,0.0,2.0,3.0,1.0,0.0,2.0,3.0,0.0,0.0,6.0,3.0
1579,1.0,0.0,0.0,5.0,5.0,0.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,6.0,3.0
1580,1.0,0.0,0.0,5.0,5.0,5.0,6.0,2.0,2.0,1.0,3.0,4.0,2.0,0.0,6.0,3.0
1581,1.0,1.0,0.0,5.0,3.0,6.0,6.0,2.0,4.0,1.0,4.0,3.0,3.0,0.0,6.0,2.0
1582,1.0,3.0,0.0,5.0,2.0,6.0,6.0,2.0,5.0,1.0,1.0,3.0,5.0,0.0,5.0,1.0
1583,1.0,5.0,0.0,6.0,6.0,3.0,6.0,2.0,5.0,2.0,5.0,6.0,6.0,0.0,5.0,0.0
1584,2.0,4.0,6.0,5.0,6.0,1.0,6.0,5.0,5.0,2.0,0.0,6.0,6.0,0.0,1.0,0.0
1585,4.0,4.0,5.0,4.0,5.0,1.0,6.0,1.0,4.0,3.0,6.0,5.0,6.0,0.0,1.0,1.0
1586,4.0,4.0,0.0,5.0,1.0,1.0,4.0,1.0,2.0,3.0,0.0,2.0,5.0,0.0,1.0,1.0
1587,4.0,4.0,0.0,5.0,0.0,1.0,4.0,1.0,1.0,4.0,5.0,1.0,6.0,0.0,1.0,1.0
1588,4.0,4.0,0.0,3.0,0.0,1.0,4.0,0.0,1.0,4.0,5.0,0.0,6.0,0.0,1.0,1.0
1589,4.0,4.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,4.0,4.0,0.0,6.0,0.0,1.0,2.0
1590,4.0,4.0,0.0,3.0,1.0,1.0,4.0,0.0,2.0,5.0,4.0,0.0,5.0,0.0,1.0,3.0
1591,4.0,4.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,5.0,3.0,2.0,5.0,0.0,1.0,3.0
1592,4.0,3.0,0.0,3.0,2.0,5.0,2.0,1.0,1.0,5.0,2.0,2.0,4.0,0.0,1.0,5.0
1593,4.0,2.0,4.0,2.0,3.0,5.0,2.0,1.0,1.0,5.0,4.0,2.0,4.0,0.0,1.0,5.0
1594,4.0,2.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,6.0,5.0,2.0,3.0,0.0,1.0,5.0
1595,4.0,2.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,6.0,1.0,0.0,3.0,0.0,1.0,4.0
1596,4.0,2.0,0.0,1.0,3.0,3.0,2.0,2.0,1.0,6.0,4.0,3.0,3.0,0.0,1.0,5.0
1597,3.0,2.0,0.0,2.0,2.0,5.0,2.0,1.0,1.0,6.0,4.0,0.0,4.0,0.0,1.0,4.0
1598,3.0,2.0,0.0,2.0,4.0,5.0,2.0,2.0,1.0,6.0,1.0,3.0,3.0,0.0,1.0,5.0
1599,3.0,2.0,0.0,4.0,3.0,5.0,2.0,2.0,2.0,6.0,3.0,1.0,3.0,0.0,1.0,4.0
