,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
50,0.0,0.0,6.0,1.0,5.0,0.0,0.0,6.0,4.0,0.0,6.0,5.0,0.0,0.0,5.0,6.0
51,0.0,0.0,0.0,4.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,3.0
52,0.0,0.0,5.0,6.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,4.0
53,1.0,0.0,0.0,5.0,5.0,0.0,4.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,6.0,3.0
54,1.0,0.0,0.0,5.0,4.0,4.0,6.0,2.0,0.0,1.0,4.0,4.0,1.0,3.0,6.0,2.0
55,1.0,1.0,0.0,5.0,1.0,6.0,6.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,5.0,2.0
56,1.0,4.0,0.0,5.0,2.0,6.0,6.0,2.0,4.0,1.0,1.0,5.0,5.0,3.0,5.0,0.0
57,1.0,5.0,0.0,5.0,5.0,1.0,6.0,1.0,2.0,2.0,4.0,4.0,6.0,3.0,4.0,0.0
58,4.0,4.0,0.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,6.0,3.0,0.0,0.0
59,4.0,4.0,4.0,6.0,0.0,1.0,4.0,1.0,0.0,3.0,0.0,2.0,5.0,3.0,0.0,0.0
60,4.0,4.0,0.0,6.0,0.0,1.0,4.0,1.0,0.0,4.0,6.0,1.0,5.0,3.0,0.0,0.0
61,4.0,4.0,4.0,3.0,1.0,1.0,4.0,0.0,0.0,4.0,4.0,1.0,6.0,3.0,0.0,0.0
62,4.0,4.0,0.0,3.0,1.0,1.0,4.0,0.0,0.0,5.0,4.0,1.0,5.0,3.0,0.0,1.0
63,4.0,4.0,5.0,3.0,3.0,0.0,3.0,0.0,0.0,5.0,4.0,2.0,5.0,3.0,0.0,1.0
64,4.0,3.0,0.0,5.0,2.0,3.0,2.0,1.0,0.0,5.0,1.0,2.0,4.0,3.0,0.0,3.0
65,4.0,2.0,4.0,5.0,2.0,5.0,2.0,1.0,0.0,6.0,2.0,1.0,4.0,3.0,0.0,4.0
66,4.0,2.0,0.0,5.0,3.0,3.0,2.0,1.0,0.0,6.0,5.0,2.0,3.0,3.0,0.0,4.0
67,4.0,2.0,6.0,1.0,4.0,3.0,2.0,6.0,0.0,6.0,6.0,3.0,3.0,3.0,0.0,5.0
68,3.0,2.0,0.0,0.0,5.0,4.0,2.0,6.0,1.0,6.0,4.0,4.0,4.0,0.0,0.0,5.0
69,3.0,2.0,6.0,0.0,5.0,5.0,2.0,6.0,2.0,5.0,6.0,4.0,3.0,0.0,0.0,6.0
70,3.0,2.0,5.0,0.0,5.0,5.0,2.0,6.0,2.0,5.0,6.0,2.0,2.0,0.0,0.0,5.0
71,3.0,2.0,6.0,0.0,5.0,5.0,2.0,6.0,3.0,4.0,6.0,4.0,1.0,0.0,0.0,6.0
72,2.0,2.0,6.0,0.0,4.0,3.0,2.0,6.0,3.0,4.0,6.0,4.0,1.0,0.0,0.0,6.0
73,1.0,2.0,6.0,0.0,4.0,0.0,2.0,6.0,1.0,4.0,5.0,4.0,1.0,0.0,0.0,5.0
74,1.0,2.0,6.0,0.0,5.0,0.0,2.0,6.0,1.0,4.0,6.0,5.0,1.0,0.0,0.0,6.0
