,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
675,0.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,5.0,0.0,1.0,5.0,0.0,0.0,5.0,6.0
676,0.0,0.0,5.0,2.0,6.0,0.0,0.0,5.0,2.0,0.0,4.0,6.0,0.0,0.0,5.0,4.0
677,0.0,4.0,6.0,6.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0
678,0.0,0.0,0.0,2.0,5.0,0.0,2.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,6.0,3.0
679,1.0,0.0,0.0,3.0,5.0,0.0,5.0,2.0,2.0,1.0,5.0,2.0,1.0,0.0,6.0,3.0
680,1.0,0.0,0.0,3.0,4.0,5.0,6.0,2.0,4.0,1.0,2.0,4.0,1.0,3.0,6.0,4.0
681,1.0,1.0,0.0,4.0,1.0,6.0,6.0,2.0,5.0,1.0,2.0,3.0,2.0,3.0,6.0,4.0
682,1.0,3.0,0.0,4.0,0.0,6.0,6.0,2.0,6.0,1.0,2.0,1.0,3.0,3.0,5.0,2.0
683,1.0,5.0,0.0,5.0,4.0,3.0,6.0,2.0,6.0,2.0,3.0,5.0,5.0,3.0,5.0,0.0
684,2.0,4.0,0.0,3.0,4.0,1.0,6.0,1.0,5.0,2.0,5.0,3.0,6.0,3.0,1.0,0.0
685,4.0,4.0,0.0,2.0,3.0,1.0,6.0,1.0,5.0,2.0,5.0,3.0,4.0,3.0,1.0,2.0
686,4.0,4.0,0.0,2.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0
687,4.0,4.0,0.0,2.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0,3.0,5.0,3.0,1.0,2.0
688,4.0,4.0,0.0,3.0,0.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,5.0,3.0,1.0,2.0
689,4.0,4.0,5.0,2.0,0.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,5.0,3.0,1.0,3.0
690,4.0,4.0,0.0,2.0,1.0,1.0,4.0,1.0,1.0,5.0,3.0,0.0,5.0,3.0,1.0,3.0
691,4.0,4.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,5.0,1.0,4.0,3.0,1.0,3.0
692,4.0,3.0,0.0,2.0,1.0,5.0,2.0,1.0,0.0,5.0,3.0,0.0,4.0,3.0,1.0,5.0
693,4.0,2.0,4.0,2.0,2.0,5.0,2.0,1.0,1.0,5.0,3.0,0.0,4.0,3.0,1.0,5.0
694,4.0,2.0,6.0,1.0,2.0,3.0,2.0,6.0,2.0,6.0,6.0,1.0,3.0,3.0,1.0,5.0
695,4.0,2.0,6.0,0.0,2.0,3.0,2.0,6.0,2.0,5.0,6.0,1.0,3.0,3.0,1.0,5.0
696,4.0,2.0,0.0,0.0,3.0,3.0,2.0,6.0,3.0,5.0,3.0,3.0,2.0,0.0,1.0,6.0
697,3.0,2.0,6.0,0.0,2.0,5.0,2.0,6.0,3.0,5.0,6.0,1.0,3.0,0.0,1.0,5.0
698,3.0,2.0,6.0,0.0,3.0,5.0,2.0,6.0,4.0,4.0,6.0,2.0,2.0,0.0,1.0,6.0
699,3.0,2.0,0.0,0.0,3.0,5.0,2.0,6.0,5.0,4.0,4.0,1.0,2.0,0.0,1.0,6.0
