,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
1825,0.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,5.0,0.0,2.0,5.0,0.0,0.0,5.0,6.0
1826,0.0,0.0,4.0,1.0,6.0,0.0,0.0,6.0,3.0,0.0,3.0,5.0,0.0,0.0,5.0,4.0
1827,0.0,4.0,6.0,6.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0
1828,0.0,0.0,0.0,1.0,5.0,0.0,2.0,2.0,3.0,0.0,1.0,3.0,0.0,0.0,6.0,3.0
1829,1.0,0.0,0.0,2.0,5.0,0.0,5.0,2.0,4.0,1.0,2.0,4.0,1.0,0.0,6.0,2.0
1830,1.0,0.0,0.0,4.0,5.0,5.0,6.0,2.0,5.0,1.0,2.0,4.0,1.0,0.0,6.0,3.0
1831,1.0,1.0,0.0,5.0,0.0,6.0,6.0,2.0,6.0,1.0,2.0,3.0,2.0,0.0,6.0,3.0
1832,1.0,3.0,0.0,5.0,0.0,6.0,6.0,2.0,6.0,1.0,4.0,1.0,3.0,0.0,5.0,2.0
1833,1.0,5.0,0.0,5.0,5.0,3.0,6.0,2.0,6.0,2.0,3.0,5.0,5.0,0.0,5.0,0.0
1834,2.0,4.0,0.0,5.0,2.0,1.0,6.0,1.0,6.0,2.0,2.0,3.0,6.0,0.0,1.0,0.0
1835,4.0,4.0,4.0,3.0,1.0,1.0,6.0,1.0,6.0,3.0,6.0,4.0,4.0,0.0,1.0,2.0
1836,4.0,4.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0
1837,4.0,4.0,0.0,2.0,0.0,1.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,0.0,1.0,1.0
1838,4.0,4.0,0.0,1.0,0.0,1.0,4.0,1.0,4.0,4.0,4.0,0.0,5.0,0.0,1.0,1.0
1839,4.0,4.0,0.0,1.0,0.0,1.0,4.0,1.0,3.0,5.0,3.0,0.0,4.0,0.0,1.0,1.0
1840,4.0,4.0,0.0,2.0,1.0,1.0,4.0,1.0,3.0,5.0,2.0,1.0,4.0,0.0,1.0,2.0
1841,4.0,4.0,0.0,4.0,1.0,0.0,3.0,1.0,1.0,5.0,0.0,1.0,4.0,0.0,1.0,3.0
1842,4.0,3.0,0.0,5.0,2.0,5.0,2.0,1.0,2.0,6.0,6.0,1.0,4.0,0.0,1.0,5.0
1843,4.0,2.0,4.0,3.0,2.0,5.0,2.0,1.0,3.0,6.0,3.0,2.0,3.0,0.0,1.0,5.0
1844,4.0,2.0,0.0,3.0,2.0,3.0,2.0,1.0,2.0,6.0,3.0,1.0,3.0,0.0,1.0,5.0
1845,4.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,6.0,3.0,1.0,3.0,0.0,1.0,4.0
1846,4.0,2.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,6.0,3.0,1.0,2.0,0.0,1.0,5.0
1847,3.0,2.0,0.0,2.0,2.0,5.0,2.0,2.0,3.0,6.0,5.0,0.0,4.0,0.0,1.0,4.0
1848,3.0,2.0,0.0,1.0,3.0,5.0,2.0,2.0,3.0,6.0,4.0,1.0,3.0,0.0,1.0,5.0
1849,3.0,2.0,0.0,1.0,4.0,5.0,2.0,2.0,3.0,6.0,4.0,2.0,3.0,0.0,1.0,4.0
