,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
800,0.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,5.0,0.0,1.0,5.0,0.0,0.0,5.0,6.0
801,0.0,0.0,5.0,5.0,6.0,0.0,0.0,6.0,2.0,0.0,0.0,6.0,0.0,0.0,5.0,3.0
802,0.0,1.0,6.0,6.0,6.0,0.0,0.0,4.0,2.0,0.0,0.0,6.0,0.0,0.0,6.0,4.0
803,0.0,0.0,0.0,2.0,5.0,0.0,3.0,2.0,4.0,0.0,1.0,3.0,0.0,0.0,6.0,4.0
804,1.0,0.0,0.0,2.0,5.0,1.0,6.0,2.0,5.0,1.0,2.0,4.0,1.0,3.0,6.0,4.0
805,1.0,1.0,0.0,4.0,2.0,6.0,6.0,2.0,6.0,1.0,2.0,3.0,2.0,3.0,6.0,4.0
806,1.0,2.0,0.0,5.0,1.0,6.0,6.0,2.0,6.0,1.0,2.0,2.0,3.0,3.0,5.0,3.0
807,1.0,5.0,0.0,5.0,5.0,3.0,6.0,2.0,6.0,2.0,5.0,5.0,5.0,3.0,5.0,0.0
808,3.0,4.0,0.0,5.0,3.0,1.0,6.0,1.0,6.0,2.0,1.0,2.0,5.0,3.0,1.0,1.0
809,4.0,4.0,4.0,4.0,2.0,1.0,5.0,1.0,6.0,3.0,5.0,3.0,4.0,3.0,1.0,3.0
810,4.0,4.0,0.0,3.0,0.0,1.0,4.0,1.0,5.0,3.0,4.0,2.0,4.0,3.0,1.0,3.0
811,4.0,4.0,0.0,3.0,0.0,1.0,4.0,1.0,4.0,4.0,3.0,2.0,4.0,6.0,1.0,2.0
812,4.0,4.0,0.0,3.0,0.0,1.0,4.0,1.0,3.0,4.0,2.0,1.0,5.0,6.0,1.0,2.0
813,4.0,2.0,0.0,4.0,2.0,1.0,4.0,0.0,4.0,5.0,5.0,1.0,4.0,6.0,1.0,4.0
814,4.0,1.0,0.0,2.0,3.0,0.0,3.0,0.0,3.0,5.0,5.0,1.0,4.0,6.0,1.0,4.0
815,4.0,3.0,6.0,4.0,4.0,5.0,2.0,5.0,3.0,5.0,6.0,4.0,3.0,6.0,1.0,6.0
816,4.0,4.0,6.0,0.0,4.0,4.0,2.0,6.0,5.0,5.0,6.0,3.0,3.0,6.0,1.0,6.0
817,4.0,4.0,0.0,0.0,4.0,3.0,2.0,6.0,5.0,5.0,4.0,1.0,2.0,6.0,1.0,6.0
818,4.0,4.0,6.0,0.0,4.0,3.0,2.0,6.0,5.0,4.0,6.0,4.0,1.0,6.0,1.0,6.0
819,3.0,5.0,0.0,0.0,4.0,4.0,2.0,6.0,5.0,4.0,4.0,3.0,2.0,6.0,1.0,6.0
820,3.0,6.0,6.0,0.0,4.0,5.0,2.0,6.0,6.0,4.0,6.0,4.0,1.0,6.0,1.0,6.0
821,3.0,6.0,0.0,0.0,4.0,5.0,2.0,6.0,6.0,3.0,3.0,3.0,1.0,6.0,1.0,6.0
822,3.0,6.0,6.0,0.0,5.0,5.0,2.0,6.0,6.0,3.0,6.0,4.0,1.0,6.0,1.0,6.0
823,3.0,6.0,0.0,0.0,5.0,5.0,2.0,6.0,6.0,3.0,2.0,5.0,1.0,6.0,1.0,6.0
824,1.0,6.0,6.0,0.0,5.0,0.0,2.0,6.0,6.0,2.0,6.0,4.0,1.0,6.0,1.0,6.0
