,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
0,0.22545454545454546,0.07364864864864863,0.0,0.10138272888888888,0.03734270915618061,0.0,0.0,0.016665828516439066,0.8385233427908176,2.7270270569051767e-05,0.8049478368716714,0.22756554307116414,0.012100797973311001,0.16666666666666663,0.36923076923076936,0.7452627282930314
1,0.3999999999999999,0.29054054054054057,0.0023985687903970454,0.20235354666666666,0.25089968339331226,0.0,0.15199999999999994,0.004465950978647799,0.7161864843951509,2.640271950916176e-05,0.8071904866126798,0.29220973782771775,0.051264445303879164,0.0,0.7692307692307694,0.6403203754718906
2,0.6363636363636364,0.522972972972973,0.011984441366574328,0.4338593244444444,0.22534504168966948,0.0,0.3,0.00012487088622522476,0.6561388960536497,0.0032506424453472627,0.8006303348653973,0.26730337078652083,0.09124219146392087,0.0,1.0,0.6291623303744517
3,0.6363636363636364,0.2797297297297297,0.0,0.1364882666666667,0.10335223355681558,0.0,0.6000000000000001,2.6527600073141034e-05,0.7051212277534177,0.0249653207307299,0.8064478003939594,0.2343820224719136,0.12818333871465623,0.0,1.0,0.6320457096214672
4,0.7272727272727273,0.3608108108108108,0.0,0.18441271111111113,0.09206812613787507,0.0,1.0,2.282030396469465e-05,0.7299729172040236,0.06519265953624631,0.8062260159042826,0.22966292134831767,0.14753089529837954,0.6666666666666665,1.0,0.6205632078359351
5,0.7272727272727273,0.43918918918918914,0.0,0.2539630222222222,0.026962017797467853,1.0,1.0,1.908922022595538e-05,0.8046724271343823,0.11257690075449796,0.8058845845188591,0.2199625468164835,0.17841491064047207,0.6666666666666665,0.9692307692307692,0.6393408835833079
6,0.7272727272727273,0.5216216216216215,0.0,0.2947772444444444,0.010691223379414892,1.0,1.0,1.6702736193399303e-05,0.8494763992777921,0.160352817621535,0.8063018895454879,0.21621722846442382,0.20861569903384553,0.6666666666666665,0.7846153846153847,0.6192041628405264
7,0.7272727272727273,0.6567567567567569,0.0,0.3434245333333334,0.030987916732527782,0.6,1.0,1.663224083097773e-05,0.8569589889089503,0.20739601470303737,0.8057576420806888,0.22340823970037932,0.23923403077643615,0.6666666666666665,0.6,0.5736006529945924
8,0.7272727272727273,0.5945945945945946,0.0,0.26465564444444445,0.025582735038849006,0.19999999999999996,1.0,9.807078678843323e-06,0.8368867681196802,0.2588628914130946,0.8085328664186184,0.21771535580524784,0.2667354056748711,0.6666666666666665,0.07692307692307693,0.5645587184981125
9,1.0,0.5945945945945946,0.0,0.18129253333333334,0.013714036914269125,0.19999999999999996,1.0,8.210795086808584e-06,0.8354926489553779,0.3081430506038747,0.806752754067265,0.2153558052434506,0.2278513619477787,0.6666666666666665,0.07692307692307693,0.6124089378634834
10,1.0,0.5945945945945946,0.0,0.16109424,0.0037873364258224286,0.19999999999999996,0.7999999999999997,7.771617480701059e-06,0.7534782047975238,0.35600364812204627,0.8065382651200117,0.215168539325848,0.2216926685093262,0.6666666666666665,0.07692307692307693,0.6241465156616672
11,1.0,0.5945945945945946,0.0023972606955986455,0.16409390222222217,0.0024653226043548403,0.19999999999999996,0.7999999999999997,0.0001450979888740271,0.7455713180294041,0.40032722549263466,0.8091354782228061,0.20831460674157565,0.23028651109321277,0.6666666666666665,0.07692307692307693,0.6262238547087032
12,1.0,0.5945945945945946,0.0,0.043573104,0.022844007429600494,0.19999999999999996,0.7999999999999997,0.023724513713704706,0.8120776373484654,0.405664538595473,0.8070635441745092,0.21265917602996567,0.23319114813776656,0.6666666666666665,0.07692307692307693,0.654349556167738
13,1.0,0.5945945945945946,0.062321175746383496,0.029174889777777775,0.028588881905925456,0.19999999999999996,0.7999999999999997,0.07049964759834058,0.8041720402372969,0.38664510958184783,0.8253126139928504,0.213183520599254,0.21268951422620713,0.6666666666666665,0.07692307692307693,0.6681869197020712
14,1.0,0.5945945945945946,0.0,0.038065306666666666,0.026420857228057145,0.19999999999999996,0.7999999999999997,0.1203271855643508,0.7998362135671911,0.36813641765469973,0.8066637484496972,0.21411985018726873,0.20873378063362413,0.6666666666666665,0.07692307692307693,0.6713274155698399
15,1.0,0.5945945945945946,0.07272302246845182,0.02000563093333333,0.03356508223767214,0.0,0.6000000000000001,0.17774420948419933,0.7143977302037657,0.35295138601000475,0.8275144086962867,0.21674157303371108,0.18895085492071712,0.6666666666666665,0.07692307692307693,0.682667074788287
16,1.0,0.5270270270270271,0.0,0.03919952,0.031086322872421527,0.7999999999999998,0.6000000000000001,0.23764132375712183,0.8106899664689193,0.3311825995633309,0.8067702633690814,0.21385767790262522,0.18492642962826292,0.6666666666666665,0.07692307692307693,0.7037588001224365
17,1.0,0.5270270270270271,0.06233177900892582,0.021728217777777777,0.02553770450251363,0.30000000000000004,0.6000000000000001,0.2933219027172974,0.7709324219757546,0.3080457673493077,0.8260742686218719,0.21367041198502218,0.16657155326267833,0.6666666666666665,0.07692307692307693,0.6978696051423324
18,1.0,0.5270270270270271,0.0,0.03115956444444444,0.021443579829571992,0.30000000000000004,0.6000000000000001,0.3547064812827136,0.7712161465050297,0.29115938424121823,0.8068096592981688,0.21288389513108968,0.16249376417032416,0.6666666666666665,0.07692307692307693,0.6945372921130497
19,1.0,0.5270270270270271,0.05274039704524469,0.018246417155555555,0.030199619346641286,0.30000000000000004,0.6000000000000001,0.4173179185921192,0.7716249677585764,0.2751501533869497,0.8232042022324361,0.2157303370786558,0.1452961442525697,0.6666666666666665,0.07692307692307693,0.7003060912151823
20,0.8181818181818182,0.5270270270270271,0.0,0.02899548444444444,0.03246478883098592,0.5,0.6000000000000001,0.4758618619777027,0.7879043074542171,0.2579462178371058,0.8064215364412345,0.21520599250936706,0.1638900223177062,0.26666666666666666,0.07692307692307693,0.6915539230690746
21,0.8181818181818182,0.5270270270270271,0.04394347491535857,0.02402904266666666,0.04550588303372552,0.5,0.6000000000000001,0.5291803344549658,0.8109827185968532,0.2401490202581323,0.8229619902239732,0.22340823970037862,0.14575938745170114,0.26666666666666666,0.07692307692307693,0.7149168452198756
22,0.8181818181818182,0.5270270270270271,0.0,0.032991146666666665,0.0581438705429247,0.5,0.6000000000000001,0.5835169383294473,0.827133092597369,0.22331630876378417,0.8068052819727147,0.227490636704123,0.14117095221030446,0.26666666666666666,0.07692307692307693,0.7205060708091011
23,0.8181818181818182,0.5270270270270271,0.043943967374576794,0.02513508136888889,0.04336977622465175,0.5,0.6000000000000001,0.6361091159824508,0.8423226721692031,0.2077407622364094,0.8215670825125848,0.21925093632959103,0.12475724083608015,0.26666666666666666,0.07692307692307693,0.7336516681971227
24,0.8181818181818182,0.5270270270270271,0.0,0.038010888888888886,0.03885985592399039,0.5,0.6000000000000001,0.6901174470887768,0.8544428681970595,0.19303772489843293,0.8068884511563433,0.21876404494382348,0.12025634493451935,0.26666666666666666,0.07692307692307693,0.7337169676563616
