,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
1000,0.0,0.0,5.0,1.0,3.0,0.0,0.0,6.0,5.0,0.0,5.0,4.0,0.0,0.0,5.0,6.0
1001,0.0,0.0,5.0,5.0,6.0,0.0,0.0,6.0,2.0,0.0,0.0,6.0,0.0,0.0,5.0,4.0
1002,0.0,3.0,6.0,6.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,3.0
1003,0.0,0.0,0.0,5.0,6.0,0.0,2.0,3.0,2.0,0.0,5.0,6.0,0.0,0.0,6.0,4.0
1004,1.0,0.0,0.0,5.0,6.0,0.0,5.0,3.0,2.0,1.0,1.0,6.0,1.0,0.0,6.0,3.0
1005,1.0,0.0,0.0,6.0,6.0,6.0,6.0,2.0,3.0,1.0,1.0,6.0,2.0,3.0,6.0,4.0
1006,1.0,1.0,0.0,6.0,4.0,6.0,6.0,2.0,5.0,1.0,5.0,3.0,3.0,3.0,5.0,3.0
1007,1.0,4.0,0.0,5.0,3.0,6.0,6.0,2.0,6.0,1.0,3.0,5.0,5.0,3.0,5.0,1.0
1008,1.0,5.0,0.0,5.0,6.0,1.0,6.0,2.0,4.0,2.0,5.0,6.0,6.0,3.0,4.0,0.0
1009,3.0,4.0,0.0,5.0,4.0,1.0,6.0,1.0,5.0,2.0,1.0,3.0,6.0,3.0,0.0,0.0
1010,4.0,4.0,0.0,5.0,4.0,1.0,5.0,1.0,2.0,2.0,3.0,4.0,5.0,3.0,0.0,1.0
1011,4.0,4.0,0.0,5.0,5.0,1.0,4.0,1.0,1.0,3.0,5.0,4.0,6.0,3.0,0.0,1.0
1012,4.0,5.0,0.0,5.0,3.0,1.0,4.0,1.0,0.0,3.0,2.0,3.0,6.0,0.0,0.0,0.0
1013,4.0,6.0,4.0,5.0,0.0,1.0,4.0,1.0,0.0,4.0,5.0,2.0,6.0,0.0,0.0,0.0
1014,4.0,5.0,0.0,4.0,0.0,1.0,4.0,1.0,0.0,4.0,5.0,0.0,6.0,0.0,0.0,1.0
1015,4.0,4.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,5.0,5.0,1.0,6.0,0.0,0.0,2.0
1016,4.0,4.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,5.0,2.0,0.0,6.0,0.0,0.0,3.0
1017,4.0,4.0,4.0,1.0,1.0,6.0,2.0,1.0,0.0,5.0,3.0,0.0,5.0,0.0,0.0,4.0
1018,4.0,4.0,0.0,4.0,1.0,3.0,2.0,1.0,0.0,5.0,1.0,0.0,5.0,0.0,0.0,3.0
1019,4.0,4.0,0.0,5.0,1.0,3.0,2.0,2.0,0.0,6.0,5.0,0.0,5.0,0.0,0.0,2.0
1020,4.0,4.0,0.0,4.0,1.0,3.0,2.0,2.0,0.0,6.0,2.0,0.0,4.0,0.0,0.0,3.0
1021,3.0,1.0,0.0,2.0,1.0,5.0,2.0,1.0,0.0,6.0,6.0,0.0,6.0,0.0,0.0,2.0
1022,3.0,1.0,0.0,2.0,2.0,5.0,2.0,2.0,0.0,6.0,1.0,0.0,5.0,0.0,0.0,3.0
1023,3.0,4.0,4.0,2.0,2.0,5.0,2.0,4.0,0.0,6.0,6.0,1.0,5.0,0.0,0.0,2.0
1024,3.0,4.0,6.0,0.0,3.0,5.0,2.0,6.0,3.0,6.0,6.0,2.0,3.0,0.0,0.0,5.0
