,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
2475,0.0,0.0,4.0,1.0,3.0,0.0,0.0,6.0,5.0,0.0,5.0,4.0,0.0,0.0,5.0,6.0
2476,0.0,0.0,5.0,5.0,6.0,0.0,0.0,6.0,2.0,0.0,0.0,6.0,0.0,0.0,5.0,4.0
2477,0.0,4.0,5.0,6.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,1.0,0.0,6.0,0.0
2478,0.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,2.0,0.0,0.0,6.0,1.0,0.0,6.0,4.0
2479,1.0,0.0,0.0,5.0,6.0,0.0,5.0,2.0,2.0,1.0,4.0,6.0,1.0,0.0,6.0,3.0
2480,1.0,0.0,0.0,6.0,5.0,5.0,6.0,2.0,3.0,1.0,1.0,6.0,2.0,3.0,6.0,2.0
2481,1.0,1.0,0.0,6.0,3.0,6.0,6.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,6.0,1.0
2482,1.0,3.0,0.0,6.0,3.0,6.0,6.0,2.0,5.0,1.0,1.0,3.0,6.0,3.0,5.0,0.0
2483,1.0,5.0,5.0,6.0,5.0,3.0,6.0,5.0,5.0,2.0,6.0,5.0,6.0,3.0,5.0,0.0
2484,2.0,4.0,5.0,6.0,6.0,1.0,6.0,6.0,5.0,2.0,0.0,6.0,6.0,3.0,1.0,0.0
2485,3.0,4.0,6.0,6.0,3.0,1.0,6.0,5.0,4.0,2.0,6.0,3.0,6.0,3.0,1.0,0.0
2486,0.0,4.0,6.0,0.0,3.0,1.0,4.0,6.0,1.0,2.0,6.0,2.0,6.0,3.0,1.0,0.0
2487,4.0,4.0,0.0,0.0,2.0,1.0,4.0,6.0,5.0,2.0,4.0,0.0,5.0,3.0,1.0,4.0
2488,4.0,4.0,0.0,0.0,2.0,1.0,4.0,6.0,4.0,2.0,3.0,0.0,5.0,3.0,1.0,4.0
2489,4.0,4.0,6.0,0.0,3.0,1.0,4.0,6.0,4.0,2.0,6.0,2.0,4.0,3.0,1.0,5.0
2490,4.0,4.0,0.0,0.0,1.0,1.0,4.0,6.0,4.0,2.0,2.0,0.0,4.0,3.0,1.0,5.0
2491,4.0,4.0,6.0,0.0,2.0,0.0,3.0,6.0,2.0,1.0,6.0,1.0,3.0,3.0,1.0,5.0
2492,4.0,3.0,0.0,0.0,3.0,5.0,2.0,6.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,6.0
2493,4.0,2.0,6.0,0.0,2.0,5.0,2.0,6.0,4.0,1.0,6.0,1.0,2.0,3.0,1.0,6.0
2494,4.0,2.0,0.0,0.0,3.0,3.0,2.0,6.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,6.0
2495,4.0,2.0,6.0,0.0,3.0,3.0,2.0,6.0,3.0,1.0,6.0,3.0,1.0,3.0,1.0,6.0
2496,4.0,2.0,0.0,0.0,3.0,3.0,2.0,6.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0,6.0
2497,3.0,2.0,6.0,0.0,3.0,5.0,2.0,6.0,4.0,1.0,6.0,3.0,2.0,0.0,1.0,6.0
2498,3.0,2.0,6.0,0.0,3.0,5.0,2.0,6.0,4.0,1.0,6.0,2.0,1.0,0.0,1.0,6.0
2499,3.0,2.0,0.0,0.0,3.0,5.0,2.0,6.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,6.0
